IDEN;HOJA;MUNICIPIO;SITIO;NOMBRE;LAT;LON;PROP;CONST;PERF;ENTU;NIVEL;FENIV;GASTO;COTA;ND;DIAM1;REG;DIAM2;PBOMBEO;EPOZO;NORTE;ESTE;ACT_MASTER
ZU5878003A;6044;0205;LOS CAÑITOS;;938.0;7059.0;ACUERUR;;;;;  0866;;;;;;;;;1065515.56;282346.35;1994-01-18
ZU5878004A;6044;0202;SAN ROQUE;;93900.0;705900.0;IAN;;90.0;90.0;0.01;  1275;20.0;7.9;7.0;;;8.0;;;1067359.32;282357.05;1994-01-18
ZU5878005A;6044;0202;A C ALTO VIENTO;;93800.0;715830.0;IAN;;112.0;108.9;4.0;  0176;20.0;8.2;8.0;18.0;;8.0;;;1066304.66;173442.02;1994-01-18
ZU6179001A;5946;0301;SABANA DE MACHANGO;;1003.0;7103.0;ACUERUR;;70.0;70.0;18.5;  0962;8.0;15.0;30.0;;;8.0;;;1111654.91;275309.37;1994-01-18
ZU6179002A;5946;0301;SABANA DE MACHANGO;;1003.0;7103.0;ACUERUR;;182.0;182.0;20.0;  0962;9.0;15.0;28.0;;;;;;1111654.91;275309.37;1994-01-18
ZU6179003A;5946;0301;ALDEA GERONTOLOGICA;;100505.0;710709.0;VALMORE RODRIGUEZ;781.0;170.0;170.0;;;;22.0;;8.0;;;;;1115544.65;267749.98;1994-01-18
ZU5879005A;5944;0202;ASENT CAMPESINO SAN ROQUE I;;93830.0;710100.0;MAC;;114.0;100.5;2.9;  0980;21.0;2.2;9.0;24.0;;12.0;;;1066458.84;278692.32;1994-01-18
ZU5879006A;5944;0202;ASENT CAMPESINO SAN ROQUE II;;93830.0;710100.0;MAC;;122.0;117.0;3.5;  0880;15.0;2.2;16.0;24.0;;12.0;;;1066458.84;278692.32;1994-01-18
ZU5879007A;5944;0202;ASENT CAMPESINO SAN ROQUE III;;93830.0;710100.0;MAC;;115.9;96.2;3.74;  1080;19.0;2.2;10.0;24.0;;12.0;;;1066458.84;278692.32;1994-01-18
ZU5879008A;5944;0202;ASENT CAMPESINO SAN ROQUE IV;;93830.0;710100.0;MAC;;102.0;87.5;4.2;  0381;19.0;2.2;10.0;26.0;;12.0;;;1066458.84;278692.32;1994-01-18
ZU5879009A;5944;0202;ASENT CAMPESINO SAN ROQUE V;;93830.0;710100.0;MAC;;99.0;99.0;2.5;  0281;19.0;2.2;6.0;;;;;;1066458.84;278692.32;1994-01-18
ZU5879010A;5944;0202;ASENT CAMPESINO SAN ROQUE VI;;93830.0;710100.0;MAC;;102.0;102.0;1.7;  0281;21.0;2.2;7.5;;;;;;1066458.84;278692.32;1994-01-18
ZU5879012A;5944;0202;ASENT CAMPESINO SAN ROQUE VIII;;93830.0;710100.0;MAC;;107.0;107.0;2.1;  0381;19.0;2.2;12.5;;;;;;1066458.84;278692.32;1994-01-18
ZU5879013A;5944;0202;ASENT CAMPESINO SAN ROQUE IX;;93830.0;710100.0;MAC;;102.8;98.5;1.75;  0181;10.0;2.2;28.0;24.0;;12.0;;;1066458.84;278692.32;1994-01-18
ZU5879014A;5944;0202;ASENT CAMPESINO SAN ROQUE X;;93830.0;710100.0;MAC;;105.0;85.5;3.07;  1180;10.0;2.2;22.0;24.0;;12.0;;;1066458.84;278692.32;1994-01-18
ZU5879015A;5944;0202;TOMOPORO;;93730.0;710230.0;IAN;;132.0;124.0;0.01;  1275;14.0;1.6;14.0;;;8.0;;;1064631.31;275936.74;1994-01-18
ZU5879016A;5944;0202;TOMOPORO DE TIERRA;;93700.0;710300.0;IAN;;99.0;99.0;0.01;  0776;20.0;1.2;4.0;;;8.0;;;1063714.86;275016.31;1994-01-18
ZU6178002A;6046;0301;HDA. LOS BARRILITOS S MACHANGO;;100306.0;705931.0;RINCON;;;;8.14;  0677;;52.0;;;;;;;1111800.1;281676.14;1994-01-18
ZU6079002A;5945;0203;MACHANGO;;953.0;7102.0;MAC;;193.0;193.0;10.0;;4.0;9.2;24.0;;;;;;1093205.12;277023.55;1994-01-18
ZU6079003A;5945;;MACHANGO;;953.0;7102.0;MAC;;187.0;187.0;10.0;;10.0;9.2;31.0;;;;;;1093205.12;277023.55;1994-01-18
ZU5978032A;6045;0203;SAN PABLO;;94630.0;705230.0;ACUERUR;;160.0;148.0;0.01;  0463;9.0;17.0;26.8;8.0;SI;6.0;;;1081119.57;294325.63;1994-01-18
ZU5978033A;6045;0203;LA RAYA MENE GRANDE POZO 2;;949.0;7053.0;INOS;373.0;122.0;120.0;0.01;  0373;26.0;19.0;36.5;;SI;10.0;;;1085733.84;293436.99;1994-01-18
ZU5978034A;6045;0203;EL PORVENIR;;94820.0;705230.0;SECUNDINO MACARENO;;245.0;245.0;;  0968;4.0;17.0;30.0;;;;;;1084499.62;294344.44;1994-01-18
ZU5978036A;6045;0203;HDA LA MANZANA I;;94550.0;705230.0;ANGELO CANIZZARO;;74.0;70.0;0.01;;17.0;24.0;3.0;16.0;;6.0;;;1079890.47;294318.8;1994-01-18
ZU5978037A;6045;0203;HDA LA MANZANA II;;94550.0;705230.0;ANGELO CANIZZARO;;85.0;85.0;;;;24.0;;;;;;;1079890.47;294318.8;1994-01-18
ZU5978038A;6045;0203;HDA LA CONCHA I;;94020.0;705520.0;RAFAEL VISO;775.0;77.0;74.5;4.0;310775;17.0;11.0;15.0;24.0;;12.0;;;1069779.24;289079.41;1994-01-18
ZU5978039A;6045;0203;HDA LA CONCHA II;;94030.0;705530.0;RAFAEL VISO;;93.0;93.0;;;;10.5;;;;;;;1070088.24;288776.24;1994-01-18
ZU5978040A;6045;0203;HDA LAS ALCANTARILLAS;;94400.0;705330.0;ANTONIO ALVAREZ;;111.0;111.0;;;;20.0;;;;;;;1076520.6;292470.99;1994-01-18
ZU5978041A;6045;0205;BATATAL;;94210.0;705240.0;IAN;;95.0;95.0;0.01;;20.0;17.8;4.0;16.0;;8.0;;;1073132.08;293976.51;1994-01-18
ZU5978042A;6045;0203;CONCESION SIETE;;94200.0;705530.0;ACUERUR;;102.0;97.0;0.01;  1277;17.0;14.8;12.0;16.0;;8.0;;;1072853.8;288791.88;1994-01-18
ZU6078002A;6045;0204;MORROCO;;95102.0;705725.0;ACUERUR;;99.0;99.0;9.0;  0766;3.0;30.0;49.0;;;4.0;;;1089528.96;285382.32;1994-01-18
ZU6078003A;6045;0203;SABANA PERDIDA;;95630.0;705820.0;ACUERUR;;127.0;120.0;4.0;  0967;3.0;19.0;60.0;;;6.0;;;1099618.08;283765.83;1994-01-18
ZU6078004A;6045;0203;LA LUCHA;;95200.0;705730.0;MAC;;214.0;214.0;13.5;;6.0;34.0;40.5;;;;;;1091312.15;285240.38;1994-01-18
ZU6078005A;6045;0203;EL MILAGRO;;95830.0;705850.0;MAC;;48.0;48.0;12.0;;1.0;22.0;18.7;;;;;;1103311.1;282873.88;1994-01-18
ZU6078006A;6045;0203;MACHANGO DEL BARALT;;953.0;7050.0;ACUERUR;;97.0;97.0;17.0;  0471;4.0;385.0;48.5;;;8.0;;;1093078.0;298963.15;1994-01-18
ZU5977004A;6045;0205;SAN JUAN;;94451.0;704648.0;MAC;;120.0;120.0;9.0;  0574;2.0;1.4;90.0;;;;;;1078021.22;304733.7;1994-01-18
ZU5977005A;6045;0205;LAS GRANJAS;;943.0;7047.0;ACUERUR;;105.0;105.0;0.01;  1167;8.0;47.0;30.0;;;4.0;;;1074612.55;304349.97;1994-01-18
ZU5977006A;6045;0205;SAN JUAN;;94500.0;704620.0;ACUERUR;;72.0;70.0;0.01;  0571;5.0;96.0;17.0;;;6.0;;;1078293.27;305588.63;1994-01-18
ZU5977007A;6045;0205;SAN JUAN;;94500.0;704620.0;ACUERUR;;76.0;76.0;6.68;  0771;6.0;96.0;20.3;;;;;;1078293.27;305588.63;1994-01-18
ZU5979007A;5945;;FDO LA COPAIBA SAN TIMOTEO;;947.0;7103.0;LUIS RAUL SANDOVAL;;120.0;120.0;20.0;  0870;3.0;1.0;;;;6.0;;;1082153.22;275127.51;1994-01-18
ZU5979008A;5945;;SAN ISIDRO DE CEUTA;;94020.0;710215.0;ACUERUR;;91.0;66.0;0.01;  0877;4.0;1.0;34.0;;;;;;1069852.73;276425.35;1994-01-18
ZU6079001A;5945;;GRANJA EL MATAPALO;;95500.0;710700.0;VALMORE RODRIGUEZ;580.0;134.0;134.0;;;;;;8.0;;;;;1096949.83;267904.75;1994-01-18
ZU5579003A;5943;1401;CAJA SECA;;90830.0;710430.0;ACUERUR;;121.0;121.0;0.01;0571;18.0;;12.0;;;;;;1011182.12;271961.19;1994-01-18
ZU5579002A;5943;1401;CAPIN;;90930.0;710330.0;ACUERUR;;143.0;143.0;43.0;150571;2.0;;48.0;;;6.0;;;1013015.41;273804.12;1994-01-18
ZU5579001A;5943;1401;CAJA SECA;;90904.0;710350.0;ACUERUR;;130.0;108.0;31.0;150571;13.0;;38.0;;;8.0;;;1012219.92;273188.78;1994-01-18
ZU5580011A;5943;1403;SAN JOSE;;90720.0;711730.0;MAC;;80.0;80.0;0.01;000362;6.0;;10.0;;;;;;1009175.01;248124.68;1994-01-18
ZU5580010A;5943;1403;SAN ANTONIO;;907.0;7116.0;EEZ;769.0;107.0;107.0;;000171;9.0;;30.0;;;6.0;;;1008542.98;250869.93;1994-01-18
ZU5580009A;5943;1403;SAN ANTONIO DE HERAS;;907.0;7116.0;EEZ;569.0;120.0;120.0;;;;;;;;;;;1008542.98;250869.93;1994-01-18
ZU5580008A;5943;1403;AGUAS COLORADAS;;904.0;7115.0;ACUERUR;867.0;90.0;90.0;5.0;000571;11.0;;23.0;;;;;;1002999.5;252668.33;1994-01-18
ZU5879011A;5944;0202;ASENT CAMPESINO SAN ROQUE VII;;93830.0;710100.0;MAC;;107.7;97.5;4.71;  0381;18.0;2.2;11.0;24.0;;12.0;;;1066458.84;278692.32;1994-01-18
ZU5580007A;5943;1403;SAN ANTONIO;;90700.0;711600.0;ACUERUR;763.0;71.5;71.5;;;1.0;;;;;;;;1008542.98;250869.93;1994-01-18
ZU5580006A;5943;1403;STA MARIA;;90600.0;711800.0;ACUERUR;859.0;89.0;89.0;;0570;16.0;;16.0;;;;;;1006722.07;247192.66;1994-01-18
ZU5580005A;5943;1403;SAN ANTONIO;;90700.0;711600.0;ACUERUR;659.0;78.0;78.0;;0571;16.0;;25.0;;;6.0;;;1008542.98;250869.93;1994-01-18
ZU5581004A;5943;0504;ASENT LA FORTUNA;;901.0;7129.0;IAN;1166.0;52.0;52.0;1.0;  0571;21.0;;2.5;;;;;;997633.73;226966.75;1994-01-18
ZU5581003A;5943;1404;SAN FRANCISCO DEL PINO;;90200.0;712500.0;MAC;;93.0;93.0;;    71;;;;;;;;;999428.77;234312.94;1994-01-18
ZU5581002A;5943;1404;HDA MIGUELON;;90100.0;712300.0;EUGENIO PARIS;;70.0;70.0;1.0;  1271;2.0;;;;;;;;997560.47;237967.58;1994-01-18
ZU5581001A;5943;1404;EL PINO;;90200.0;712530.0;ACUERUR;;80.0;80.0;0.01;  1271;16.0;;;;;10.0;;;999434.85;233396.25;1994-01-18
ZU5679011A;5943;1402;LA CALENTURA;;914.0;7103.0;ACUERUR;767.0;51.4;51.4;1.0;  0767;17.0;;17.0;;;;;;1021307.23;274767.73;1994-01-18
ZU5679012A;5943;1402;SAN RAFAEL;;91246.0;710046.0;ACUERUR;364.0;51.0;51.0;10.0;  0364;5.0;;20.0;;;;;;1019009.98;278846.13;1994-01-18
ZU5679013A;5943;1402;HDA LA GUAIRA;;91212.0;710938.0;MAC;;76.0;76.0;1.0;;3.0;;18.0;;;;;;1018059.86;262595.64;1994-01-18
ZU5679014A;5943;1401;CAPIU;;91037.0;710343.0;MAC;764.0;142.0;142.0;30.0;  0764;2.0;;48.0;;;;;;1015076.59;273418.94;1994-01-18
ZU5679015A;5943;1401;HDA LA GUAIRA;;91100.0;710930.0;ACUERUR;1166.0;74.7;74.7;0.01;  1166;12.0;;9.0;;;;;;1015845.69;262826.61;1994-01-18
ZU5679017A;5943;1401;SAN JUAN DEL BATEY;;91030.0;710700.0;ACUERUR;1067.0;90.0;90.0;3.0;  1067;17.0;;20.0;;;;;;1014896.47;267401.82;1994-01-18
ZU5679018A;5943;1401;ENCARNACION;;912.0;7108.0;ACUERUR;367.0;94.0;94.0;0.01;  0367;5.0;;30.0;;;4.0;;;1017673.14;265585.98;1994-01-18
ZU5679019A;5943;1401;SANTA ANA;;913.0;7110.0;ACUERUR;;93.0;93.0;;  0571;3.0;;20.0;;;4.0;;;1019539.05;261932.77;1994-01-18
ZU5679020A;5943;1401;SAN MIGUEL;;912.0;7109.0;ACUERUR;1266.0;92.0;92.0;0.01;  1266;8.0;;10.0;;;4.0;;;1017684.09;263753.81;1994-01-18
ZU5679021A;5943;1401;LA GUAYANA;;910.0;7106.0;ACUERUR;467.0;96.0;96.0;13.5;  0667;7.0;;;;;4.0;;;1013963.8;269228.7;1994-01-18
ZU5679022A;5943;1403;LA DIFICULTAD;;919.0;7103.0;MAC;;70.0;70.0;0.01;;14.0;;10.0;;;;;;1030526.21;274820.92;1994-01-18
ZU5679023A;5943;1401;EL MATADERO;;91502.0;710934.0;MAC;;72.0;72.0;3.0;;16.0;;12.0;;;;;;1023283.55;262749.38;1994-01-18
ZU5679024A;5943;1401;EL BATEY;;91000.0;710646.0;MAC;;150.0;150.0;2.0;;31.0;;20.0;;;;;;1013972.03;267823.93;1994-01-18
ZU5679025A;5943;1401;PALO DE FLORES;;911.0;7108.0;ACUERUR;167.0;90.0;90.0;0.01;;10.0;;30.0;;;;;;1015829.25;265575.01;1994-01-18
ZU6580001A;5948;1101;CERRO BLANCO PALMITAS;;1043.0;7114.0;ACUERUR;;81.1;81.1;;;;;;;;10.0;;;1185550.5;255724.34;1994-01-18
ZU6580002A;5948;1101;ASENT LAS PALMITAS;;1044.0;7113.0;ACUERUR;;79.9;79.9;;;;;;;;;;;1187381.45;257561.43;1994-01-18
ZU6580003A;5948;1101;PALMARITO;;1045.0;7115.0;ACUERUR;;101.4;101.4;;;;;;;;6.0;;;1189252.11;253927.5;1994-01-18
ZU6580004A;5948;1101;EL JAJATAL;;1049.0;7118.0;ACUERUR;;100.0;100.0;;;;;;;;8.0;;;1196669.56;248511.94;1994-01-18
ZU6580005A;5948;1101;POTRERITO;;1048.0;7115.0;ACUERUR;;95.8;95.8;;;;;;;;8.0;;;1194784.61;253968.14;1994-01-18
ZU6580006A;5948;1101;PALMARITO;;1044.0;7115.0;ACUERUR;;105.0;105.0;;;;;;;;8.0;;;1187407.94;253914.0;1994-01-18
ZU6581012A;5948;1101;JAGUEY DE PIEDRA;;104654.0;712024.0;;;42.0;42.0;15.0;;4.0;;25.0;;;;;;1192829.85;244106.32;1994-01-18
ZU6581011A;5948;1101;BOCA DEL PALMAR;;104826.0;712029.0;ACUERUR;267.0;81.0;81.0;24.0;  0267;8.0;;38.0;;;6.0;;;1195658.91;243976.01;1994-01-18
ZU6581010A;5948;1101;ASENT CAMP RODEO;;1043.0;7123.0;ACUERUR;;90.0;90.0;;;;;;;;8.0;;;1185673.55;239309.17;1994-01-18
ZU6581009A;5948;1101;BOCA DEL PALMAR;;1048.0;7121.0;ACUERUR;;89.6;89.6;;;;;;;;8.0;;;1194866.95;243027.77;1994-01-18
ZU6581008A;5948;1101;HDA CIRA;;104030.0;712230.0;RAMON AVILA GIRON;;73.6;73.6;;;;;25.0;;;8.0;;;1181055.72;240185.68;1994-01-18
ZU6481011A;5947;1101;HDA EL PARAISO;;1031.0;7121.0;JAIRO OLIVEROS;;96.0;95.5;;;;;;;;6.0;;;1163514.23;242789.8;1994-01-18
ZU6481010A;5947;1102;EL MECOCAL;;1038.0;7125.0;ACUERUR;;74.7;74.7;;;;;;;;8.0;;;1176480.16;235589.04;1994-01-18
ZU6481009A;5947;1102;MECOCAL;;103826.0;712446.0;;;186.0;186.0;25.0;;4.0;;76.0;;;;;;1177276.07;236020.98;1994-01-18
ZU6481007A;5947;1101;HDA LA MOCHA;;103330.0;712720.0;INOS;;79.3;79.3;45.7;;4.0;42.8;51.8;;;;;;1168213.76;231266.28;1994-01-18
ZU6481006A;5947;1101;LAS MERCEDES;;103531.0;712549.0;SALVADOR PEREZ;;;;13.4;  0677;;;;;;;;;1171911.6;234063.19;1994-01-18
ZU6481005A;5947;1101;MECOCAL EL CARMELO;;103736.0;712324.0;RAFAEL AGUIRRE;;56.0;56.0;17.0;  0679;;;;12.0;;8.0;;;1175719.83;238502.6;1994-01-18
ZU6481004A;5947;1101;MECOCAL;;103810.0;712416.0;ALBERTO SANCHEZ;;62.0;62.0;17.9;  0677;17.0;;;;;8.0;;;1176777.16;236929.41;1994-01-18
ZU6480003A;5947;1101;AGROP LA CULEBRA;;103107.0;711203.0;JOSE RAFAEL ALVAREZ;;;;;  0677;;;;;;;;;1163610.91;259125.58;1994-01-18
ZU6379005A;5947;1101;EL CONSEJO;;102854.0;710823.0;ACUERUR;;49.0;49.0;26.3;  0677;;134.0;;;;8.0;;;1159477.05;265789.13;1994-01-18
ZU6379006A;5947;1101;AGUASANTA;;102452.0;710752.0;COMUNIDAD;;76.0;76.0;26.0;;1.0;80.0;38.0;;;;;;1152033.2;266681.91;1994-01-18
ZU6379007A;5947;1101;CORRAL DE NAVAS;;102609.0;710606.0;COMUNIDAD;;130.0;130.0;20.0;;3.0;167.0;30.0;;;;;;1154378.07;269922.63;1994-01-18
ZU6379008A;5947;1101;EL CONSEJO;;1029.0;7108.0;ACUERUR;;93.8;93.8;;;;134.0;;;;;;;1159656.7;266490.0;1994-01-18
ZU6379009A;5947;1101;HDA EL PORVENIR;;1028.0;7104.0;ROMUALDO RODRIGUEZ;;90.2;90.2;;;;150.0;;;;;;;1157764.07;273778.12;1994-01-18
ZU6379010A;5947;1101;EL PENSAO;;102500.0;710100.0;IAN;;67.0;67.0;;;;151.0;;;;;;;1152196.99;279218.08;1994-01-18
ZU6379011A;5947;1101;RANCHO GRANDE;;102824.0;710548.0;MAC;;61.0;61.0;14.0;;8.0;119.5;17.5;;;;;;1158523.35;270497.79;1994-01-18
ZU6379012A;5947;1101;EL CONSEJO;;102909.0;710839.0;MAC;;57.0;57.0;20.0;;1.0;133.0;40.0;;;;;;1159941.37;265305.58;1994-01-18
ZU6379013A;5947;1101;EL CONSEJO;;102901.0;710836.0;MAC;;84.0;84.0;25.0;;10.0;134.0;35.0;;;;;;1159694.88;265395.16;1994-01-18
ZU6379014A;5947;1101;EL CONSEJO;;102926.0;710823.0;ACUERUR;;100.0;100.0;30.0;  0463;2.0;131.0;41.0;;;;;;1160460.53;265795.82;1994-01-18
ZU6380006A;5947;0301;HDA LA RIVERA;;102129.0;711118.0;MAC;;100.0;100.0;18.0;;7.0;120.0;30.0;;;;;;1145836.86;260371.3;1994-01-18
ZU6380007A;5947;0301;EL GUANABANO;;103000.0;711500.0;ACUERUR;;;;;;;64.0;;;;;;;1161589.81;253727.11;1994-01-18
ZU6380008A;5947;0301;HDA BUENOS AIRES;;1028.0;7111.0;ALIRIO GONZALEZ;;55.0;55.0;;;;96.0;;;;8.0;;;1157850.19;261001.87;1994-01-18
ZU6583232A;5848;0404;LAS CRUCES GJA STA MARIA;;104848.0;714422.0;RUMALDO GONZALEZ;480.0;116.0;110.0;58.0;150480;4.0;53.5;63.0;14.0;;7.0;;;1196697.69;200427.07;1994-01-18
ZU6583300A;5848;0903;NVA LUCHA TAMARE GJA EL RANCHO;;104924.0;714521.0;CARLOS RODRIGUEZ;480.0;136.0;134.0;72.0;290480;2.0;65.0;79.0;17.0;;8.0;;;1197820.74;198643.57;1994-01-18
ZU6286049A;5746;0803;HDA SIN SALIDA;;101110.0;721940.0;HUGO CARMONA;781.0;107.8;107.0;;;;;;;;;;;1127210.63;792807.22;1994-01-18
ZU6187024A;5746;0803;LOS NARANJOS;;100710.0;722240.0;GUIDO CARMONA;281.0;105.2;94.0;6.0;200281;6.0;;36.0;17.0;;8.0;;;1119787.45;787384.42;1994-01-18
ZU6186054A;5746;1301;LA LUCHA;;101000.0;721530.0;EMIRO FERNANDEZ;870.0;84.0;84.0;10.0;  0870;;;20.0;;;;;;1125122.08;800440.18;1994-01-18
ZU6280045A;5946;0301;SABANA DE LA PLATA;;101928.0;711530.0;OSCAR VILCHEZ;;;;;;;61.5;;;;12.0;;;1142171.39;252676.09;1994-01-18
ZU6280046A;5946;0301;SABANA DE LA PLATA;;101915.0;711547.0;EJECUTIVO DEL EDO;;95.0;95.0;4.0;  0677;15.0;59.8;36.0;;;6.0;;;1141775.49;252155.85;1994-01-18
ZU6280047A;5946;0301;HDA EL PICACHO;;101504.0;711343.0;JUAN MENDEZ;;141.0;141.0;;;;80.0;;;;6.0;;;1134034.51;255876.32;1994-01-18
ZU6381007A;5947;0101;LA ESPERANZA;;102350.0;712025.0;FRANCISCO CORDERO;680.0;190.0;190.0;24.0;;5.0;48.0;;17.0;;8.0;;;1150289.17;243756.43;1994-01-18
ZU6380009A;5947;0101;RINCON DE LA PLATA;;102005.0;711600.0;OSCAR VILCHEZ;779.0;86.0;78.4;10.0;  0779;7.0;78.0;26.0;17.0;;8.0;;;1143315.08;251771.08;1994-01-18
ZU6581013A;5948;0602;FDO LA MARIPOSA;;104444.0;712300.0;ADOLFO PAZ;880.0;126.6;121.0;34.0;200880;13.0;;53.0;17.0;;8.0;;;1188870.38;239333.95;1994-01-18
ZU6580007A;5948;0602;AGUA DEL TIGRE;;104600.0;711340.0;JOSE MARTINEZ;1279.0;117.5;115.5;21.5;010280;20.0;;29.0;17.0;;8.0;;;1191078.52;256372.39;1994-01-18
ZU6384038A;5847;;LA TRANQUILA;;102336.0;715806.0;GERARDO SUAREZ ATENC;573.0;123.1;108.8;33.02;250573;14.0;;54.61;19.0;SI;10.0;;P;1150434.44;174933.02;1994-01-18
ZU6585012A;5748;;LOS JAGUEICITOS;;104000.0;720448.0;RADEGUNDA FUENMAYOR;673.0;159.7;154.5;55.76;  0673;12.0;;82.95;14.0;SI;8.0;;;1180644.25;819487.5;1994-01-18
ZU6284013A;5846;;PASO ANCHO;;101754.0;715636.0;JORGE OROZCO;573.0;111.1;99.8;12.73;070973;24.0;;22.7;19.0;SI;10.0;;;1139891.97;177575.97;1994-01-18
ZU6683194A;5848;0404;TAMARE GJA SAN LUIS;;105142.0;714538.0;OSMAN QUINTERO;179.0;97.0;95.0;50.0;  0588;8.0;48.0;55.0;17.0;;8.0;;;1202068.56;198165.3;1994-01-18
ZU6683195A;5848;0404;TAMARE SAN JOSE;;105127.0;714508.0;IVAN DARIO PARRA;379.0;104.0;97.5;48.0;040479;7.0;56.0;50.0;20.0;;10.0;;;1201599.08;199072.93;1994-01-18
ZU6683238A;5848;0404;FDO ACAPULCO EL CERRITO;;105348.0;714515.0;PEDRO MARIN;979.0;136.2;134.0;35.0;260979;14.0;25.0;54.0;17.0;;8.0;;;1205936.39;198899.53;1994-01-18
ZU6583292A;5848;0903;EL CAIMITO SAN JORGE;;104905.0;714607.0;ASTOLFO PIRELA;981.0;112.0;109.0;69.0;211081;3.0;50.0;;17.0;;8.0;;;1197249.2;197239.97;1994-01-18
ZU6583230A;5848;0404;GJA SAN LUIS LAS LOMAS;;104830.0;714913.0;IVAN AÑEZ;380.0;106.0;100.0;68.0;270380;3.0;55.0;73.0;17.0;;8.0;;;1196224.79;191575.81;1994-01-18
ZU6583299A;5848;0903;NUEVA LUCHA GJA LAS MARGARITAS;;104839.0;714600.0;OSWALDO BOZO;477.0;136.1;128.0;66.5;310577;10.0;64.0;75.0;21.0;;10.0;;;1196447.84;197445.51;1994-01-18
ZU6583293A;5848;0404;SAN ANDRES GJA LAS TUMBAS;;104808.0;714617.0;EURO BRACHO;578.0;131.6;128.0;58.0;180578;6.0;56.0;;17.0;;7.0;;;1195499.35;196920.08;1994-01-18
ZU6583296A;5848;0903;SAN ANDRES GJA LA CONUCA;;104743.0;714617.0;NATALIO MENEGALDO;381.0;118.0;117.5;60.0;240481;3.0;54.0;82.0;17.0;;8.0;;;1194730.65;196913.1;1994-01-18
ZU6683374A;5848;0404;KM 29 VIA MOJAN GJA STA ELENA;;105026.0;714553.0;NESTOR LABARCA;279.0;104.0;96.6;50.0;290279;6.0;50.0;53.0;20.0;;10.0;;;1199735.89;197688.15;1994-01-18
ZU6583333A;5848;0404;MONTE VERDE;;104720.0;714240.0;DINO RONCARETE;1278.0;99.4;85.0;31.0;020179;11.0;35.0;;17.0;;8.0;;;1193964.33;203503.64;1994-01-18
ZU6583332A;5848;0903;LA CIENEGUITA;;104830.0;714910.0;FERMIN HERRERA;383.0;104.0;100.0;63.0;040483;2.0;67.0;;17.0;;8.0;;;1196223.95;191667.01;1994-01-18
ZU6683334A;5848;0901;GJA STA LUCIA LOS MAYALES;;105300.0;714900.0;AGUSTIN RODRIGUEZ;1088.0;124.8;118.0;48.0;051180;7.0;48.0;54.0;17.0;;8.0;;;1204523.33;192047.88;1994-01-18
ZU6683295A;5848;0903;GJA VIÑA DEL SOL 2 CAIMIT;;105025.0;714605.0;NESTOR AMESTI;382.0;95.0;90.0;56.0;120482;3.0;70.0;;;SI;;;;1199708.46;197323.11;1994-01-18
ZU6683243A;5848;;LOS MAYALES;;105523.0;714609.0;DALIA A DE PRATA;1086.0;82.0;78.3;10.0;181180;9.0;14.0;;17.0;;8.0;;;1208872.39;197285.2;1994-01-18
ZU6683244A;5848;0901;GJA MONTE VERDE LOS MAYAL;;105522.0;714635.0;ELIONOR CASTILLO;1180.0;73.8;73.0;10.0;201180;14.0;14.0;;17.0;;8.0;;;1208848.89;196494.83;1994-01-18
ZU6683237A;5848;;KM 33 VIA AL MOJAN;;105256.0;714520.0;JOSE MONTIEL TRINIDA;979.0;109.5;108.5;33.0;021079;12.0;35.0;;17.0;;8.0;;;1204338.9;198733.04;1994-01-18
ZU6683240A;5848;;EL FIRMAMENTO LAS LECHOZAS;;105107.0;714520.0;LINO PARA;880.0;102.8;96.0;63.0;200588;8.0;56.0;66.0;17.0;;8.0;;;1200987.44;198702.63;1994-01-18
ZU6683250A;5848;0901;GJA VIRGEN DEL CARMEN CERRITO;;105324.0;714508.0;ANGEL RIOS;482.0;80.0;73.8;29.8;060582;7.0;;34.4;17.0;;8.0;;;1205196.52;199105.56;1994-01-18
ZU6685057A;5748;;EL REMOLINO;;105500.0;720500.0;HUMBERTO QUINTERO;380.0;130.0;130.0;;;;;;;;;;;1208316.96;818858.46;1994-01-18
ZU5679016A;5943;1401;BOBURES;;91400.0;710950.0;ACUERUR;964.0;58.0;58.0;40.0;  0964;15.0;;18.0;;;;;;1021381.13;262249.3;1994-01-18
ZU6187026C;5746;1301;SAN IGNACIO;;1009.0;7225.0;RAMON DELGADO;;;20.0;15.0;170281;;;;;;;;;1123135.03;783092.76;1994-01-18
ZU6187025C;5746;1301;SAN IGNACIO;;1009.0;7226.0;RAMON DELGADO;;;12.0;10.0;170281;;;;;;;;;1123120.54;781265.2;1994-01-18
ZU6187028C;5746;1301;SAN IGNACIO;;1008.0;7227.0;GILBERTO CHAVEZ;;;15.0;10.4;170281;;;;;;;;;1121261.67;779452.12;1994-01-18
ZU6187023C;5746;1301;SAN IGNACIO;;1009.0;7226.0;JULIO CESAR CARMONA;;;18.0;13.0;170281;2.0;;;;;;;;1123120.54;781265.2;1994-01-18
ZU6087003A;5745;1301;LA VEGA GORDA. STA ELENA;;955.0;7225.0;JESUS MARIA GARCIA;76.0;105.0;105.0;12.0;071081;22.0;;;14.0;;10.0;;;1097311.69;783295.75;1994-01-18
ZU6087004C;5745;1301;HDA STA. ELENA VEGA GORDA;;955.0;7225.0;JESUS MARIA GARCIA;681.0;;35.0;2.5;071081;3.0;;;;;;;;1097311.69;783295.75;1994-01-18
