IDEN;HOJA;MUNICIPIO;SITIO;NOMBRE;LAT;LON;PROP;CONST;PERF;ENTU;NIVEL;FENIV;GASTO;COTA;ND;DIAM1;REG;DIAM2;PBOMBEO;EPOZO;NORTE;ESTE;ACT_MASTER
GU5551015A;6943;;CHAPARRO GACHO;;90610.0;662340.0;CONCHO CARRILLO;;;;;  0585;;171.0;;;;6.0;;;1007257.16;786411.5;1994-01-18
GU5551017A;6943;;LAS MERCEDES;;90805.0;662430.0;INOS;;180.0;108.0;;  0585;12.0;170.0;;;;;;;1010781.4;784858.43;1994-01-18
GU5551018A;6943;;LAS MERCEDES;;90750.0;662345.0;INOS;;180.0;180.0;;  0585;18.0;170.0;;;;;;;1010330.18;786236.57;1994-01-18
GU5551019A;6943;;LA MARREREÑA;;90800.0;662315.0;RAUL DE ARMAS;;60.0;60.0;;  0585;3.0;170.0;;;;6.0;;;1010644.22;787150.91;1994-01-18
GU5551020A;6943;;BAJO VERDE;;90720.0;662145.0;GERARDO MARTINEZ;;60.6;;;  0585;2.0;160.0;;;;8.0;;;1009434.55;789909.6;1994-01-18
GU5551021A;6943;;FDO LA CAPITANA;;90545.0;662500.0;ELISIO CARRILLO;;70.0;70.0;;  0585;1.0;168.0;;;;6.0;;;1006471.11;783972.65;1994-01-18
GU5552001A;6843;;EL PUNZON;;90420.0;663930.0;OPE;;44.0;44.0;;  0585;;145.0;;;;;;;1003677.9;757409.45;1994-01-18
GU5552002A;6843;;LA VAQUERA;;90445.0;663050.0;HERMANOS RODRIGUEZ;170.0;55.0;55.0;;  0685;1.0;142.0;;;;6.0;;;1004551.97;773291.61;1994-01-18
GU5552003A;6843;;LA PALACIERA;;90500.0;663120.0;JESUS BOLIVAR;284.0;87.0;87.0;;  0585;2.0;145.0;;;;6.0;;;1005006.77;772371.85;1994-01-18
GU5552004A;6843;;LA VAQUERA;;90510.0;663040.0;HERMANOS RODRIGUEZ;270.0;103.0;103.0;;  0685;2.0;142.0;;;;5.0;;;1005322.52;773591.88;1994-01-18
GU5552005A;6843;;LOS EUCALITOS;;90530.0;663300.0;ELSER PACHECO;;40.0;40.0;;  0685;1.0;147.0;;;;8.0;;;1005908.15;769310.33;1994-01-18
GU5552006A;6843;;LOS EUCALIPTOS;;90620.0;663250.0;ELSER PACHECO;;40.0;40.0;;  0585;1.0;149.0;;;;8.0;;;1007447.1;769605.44;1994-01-18
GU5552007A;6843;;LA CEIBA;;90400.0;663245.0;RUBEN RIOS;;32.0;32.0;12.0;  0685;2.0;147.0;;;;6.0;;;1003144.85;769787.32;1994-01-18
GU5552008A;6843;;FDO BEGONIA;;90645.0;663320.0;TIOBALDO FUNES;282.0;100.0;100.0;;  0685;2.0;150.0;;;;6.0;;;1008209.34;768683.73;1994-01-18
GU5552009A;6843;;FDO BEGONIA;;90755.0;663310.0;TIOBALDO FUNES;282.0;110.0;110.0;;  0685;2.0;152.0;;;;6.0;;;1010363.05;768974.65;1994-01-18
GU5552010A;6843;;HTO VIEJO;;90250.0;663340.0;ULISES RODRIGUEZ;;45.0;45.0;;  0685;2.0;147.0;;;;12.0;;;1000981.91;768121.28;1994-01-18
GU5552011A;6843;;HTO VIEJO;;90220.0;663430.0;ULISES RODRIGUEZ;;45.0;45.0;;  0685;2.0;140.0;;;;12.0;;;1000049.59;766599.66;1994-01-18
GU5552012A;6843;;LA YEGUERA;;90210.0;663300.0;ALFREDO RUIZ;283.0;70.0;70.0;;  0685;2.0;145.0;;;;6.0;;;999760.61;769351.77;1994-01-18
GU5552013A;6843;;LA YEGUERA;;90145.0;663310.0;ALFREDO RUIZ;283.0;30.0;30.0;;  0685;;143.0;;;;6.0;;;998990.12;769051.36;1994-01-18
GU5552014A;6843;;FDO LA CAROLINA;;90227.0;663215.0;LUIS MALASPINA;;78.0;78.0;;  0685;1.0;147.0;;;;4.0;;;1000292.42;770723.29;1994-01-18
GU5552015A;6843;;FDO LA CAROLINA;;90215.0;663235.0;LUIS MALASPINA;;30.0;30.0;;  0685;;147.0;;;;6.0;;;999919.44;770114.65;1994-01-18
GU5552016A;6843;;FDO LA CAROLINA;;90125.0;663225.0;LUIS MALASPINA;;42.0;42.0;;  0685;1.0;145.0;;;;6.0;;;998384.61;770430.58;1994-01-18
GU5552017A;6843;;FDO LA CAROLINA;;90120.0;663200.0;LUIS MALASPINA;;40.0;40.0;;  0685;1.0;145.0;;;;6.0;;;998236.07;771195.57;1994-01-18
GU5552018A;6843;;AGRO EL PUNZON;;90115.0;663730.0;HERMANOS AMARO;;80.0;80.0;;  0685;4.0;132.0;;;;12.0;;;998015.54;761112.72;1994-01-18
GU5552019A;6843;;AGRO EL PUNZON;;90055.0;663745.0;HERMANOS AMARO;;80.0;80.0;;  0685;10.0;130.0;;;;12.0;;;997397.84;760658.37;1994-01-18
GU5552020A;6843;;AGRO EL PUNZON;;90022.0;663700.0;HERMANOS AMARO;;60.0;60.0;;  0685;1.0;124.0;;;;6.0;;;996392.49;762040.03;1994-01-18
GU5552021A;6843;;AGRO EL PUNZON;;90030.0;663730.0;HERMANOS AMARO;;80.0;80.0;;  0685;;126.0;;;;12.0;;;996632.42;761121.71;1994-01-18
GU5552022A;6843;;AGRO EL PUNZON;;90140.0;663825.0;HERMANOS AMARO;;60.0;60.0;;  0685;1.0;140.0;;;;6.0;;;998773.04;759427.17;1994-01-18
GU5552023A;6843;;AGRO EL PUNZON;;90020.0;663710.0;HERMANOS AMARO;;60.0;60.0;;  0685;1.0;123.0;;;;6.0;;;996329.03;761734.86;1994-01-18
GU5552024A;6843;;AGRO EL PUNZON;;90020.0;663915.0;HERMANOS AMARO;;60.0;60.0;;  0685;;126.0;;;;6.0;;;996304.36;757915.19;1994-01-18
GU5553001C;6843;;FDO EL COCO;;90438.0;664238.0;JOSE RAMON ORTA;;25.0;25.0;10.0;  0971;;;;;;;;;1004194.49;751662.44;1994-01-18
GU5553002A;6843;;LA CHINA;;90210.0;664924.0;ACUERUR;;50.0;50.0;;  0971;;;;;;;;;999569.86;739286.93;1994-01-18
GU5554001A;6843;;HATO GUARATARO;;90542.0;665250.0;BAP;;32.0;32.0;9.0;  0971;;;;;;;;;1006047.74;732955.56;1994-01-18
GU5555001A;6743;;HATO APAMATE;;90906.0;670245.0;GUZMAN BRITO;;36.0;36.0;;  0871;;;;;;;;;1012214.08;714748.36;1995-03-21
GU5555002C;6743;;HATO STA BARBARA;;90746.0;670048.0;ANACLETO PEREZ;;16.0;16.0;1.0;  0871;;;;;;;;;1009775.35;718334.77;1994-01-18
GU5555003A;6743;;HATO LA CULEBRA;;90502.0;670958.0;;;32.0;32.0;1.0;  0871;;;;;;;;;1004647.41;701564.31;1994-01-18
GU5556001A;6743;;HATO EL MIEDO;;90936.0;671150.0;ANGEL ALLIEGRO;;27.0;27.0;19.0;  0871;;;;;;;;;1013049.04;698101.77;1994-01-18
GU5556002A;6743;;CAS PALO SECO;;90333.0;671348.0;ACUERUR;;71.0;71.0;7.0;  0871;;;;;;;;;1001878.01;694553.38;1994-01-18
GU5556003A;6743;;HTO PALO SECO;;90414.0;671159.0;SALAZAR;;42.0;42.0;10.0;  0871;;;;;;;;;1003154.08;697876.23;1994-01-18
GU5556004A;6743;;HTO SAMANCITO;;90648.0;671622.0;FRANCISCO MARCANO;;30.0;30.0;3.45;300871;1.0;;;12.0;;4.0;;;1007846.62;689821.45;1994-07-08
GU5556005A;6743;;HTO LA CANDELA;;90500.0;671550.0;GIUSSEPI CARVASA;;50.0;50.0;19.0;  0871;;;;;;;;;1004533.07;690814.53;1994-01-18
GU5556006A;6743;;HTO LA MANTEQUENA;;90145.0;671503.0;RAMON VALDEZ;;40.0;40.0;7.0;  0871;;;;;;;;;998548.69;692278.68;1994-01-18
GU5556007A;6743;;PALO SECO;;904.0;6714.0;;;50.0;50.0;5.0;  0868;;;;;;;;;1002705.8;694182.84;1994-01-18
GU5556008A;6743;;HTO EL MIEDO;;91040.0;671150.0;JOSE A ALIEGRO;;;;;  0374;;;;;;;;;1015015.47;698091.9;1994-01-18
GU5556009A;6743;;HTO EL CARMEN;;90900.0;671110.0;JOSE R RODRIGUEZ;;40.0;40.0;15.0;  0374;;;;;;6.0;;;1011949.05;699328.69;1994-01-18
GU5556010A;6743;;HTO EL CABRESTERO;;90730.0;671045.0;JOSE CASTRO;;;;;  0374;;;;;;6.0;;;1009187.59;700106.03;1994-01-18
GU5556011C;6743;;FDO CHAPARRALITO;;90610.0;671325.0;BERNARDINO;;;6.0;5.0;  0374;;;;;;6.0;;;1006705.25;695232.23;1994-01-18
GU5556012A;6743;;HTO OJO DE AGUA;;90600.0;671900.0;JUAN BARZOTTI;;;;;  0374;10.0;;;;;6.0;;;1006349.14;685003.59;1994-01-18
GU5556014A;6743;;HTO PUNTO SOLO;;90430.0;671030.0;SALAZAR;;38.0;38.0;9.0;  0374;;;;;;6.0;;;1003659.26;700591.95;1994-01-18
GU5556015A;6743;;HTO PUNTO SOLO;;90425.0;671115.0;SALAZAR;;100.0;100.0;5.0;  0374;;;;;;6.0;;;1003498.75;699218.36;1994-01-18
GU5556016A;6743;;CAS PALO SECO;;90340.0;671345.0;EJECUTIVO;;;;;  0374;;;;;;;;;1002093.53;694643.96;1994-01-18
GU5557001A;6743;;CAS EL RASTRO;;90224.0;672640.0;ACUERUR;;25.0;25.0;4.0;  0971;8.0;;;;;;;;999650.45;670985.38;1994-01-18
GU5557002A;6743;;HTO BELLA VISTA;;90234.0;672944.0;BETANCOURT;;30.0;30.0;4.8;140374;1.0;;20.0;12.0;;4.0;;;999934.08;665364.77;1994-07-08
GU5557003A;6743;;FDO GUAYACAN;;90700.0;672800.0;PEDRO VENTURINE;;33.0;33.0;;  0374;;;;;;6.0;;;1008119.2;668506.36;1994-01-18
GU5557004A;6743;;HTO BELLA VISTA;;90235.0;672840.0;BETANCOURT;;;;;  0374;;;;;;6.0;;;999972.91;667319.16;1994-01-18
GU5557005A;6743;;HTO BELLA VISTA;;90100.0;672818.0;BETANCOURT;;;;6.0;  0374;1.0;;;;;;;;997057.21;668003.26;1994-01-18
GU5557006A;6743;;HTO ARBOLITO;;90230.0;672915.0;CHAPELLIN;;;;7.0;  0374;;;;;;6.0;;;999814.86;666250.92;1994-01-18
GU5557007A;6743;;HTO EL ARBOLITO;;90215.0;672915.0;CHAPELLIN;;;;4.0;  0374;1.0;;;;;;;;999354.04;666252.83;1994-01-18
GU5557008C;6743;;HTO GORRINERA;;90215.0;672815.0;LORETO LORETO;;;7.0;4.0;  0374;;;;;;;;;999361.69;668085.23;1994-01-18
GU5557009C;6743;;HTO LA TEJA;;90235.0;672736.0;MANUEL BELLO Z.;;;6.0;4.0;  0374;;;;;;;;;999981.13;669273.7;1994-01-18
GU5557010C;6743;;PARCELA 19;;90010.0;672540.0;SEBASTIAN MELITA;;;7.0;;  0374;;;;;;;;;995541.59;672835.52;1994-01-18
GU5558001A;6643;;GUARDATINAJAS;;90240.0;673720.0;COMUNIDAD;;45.0;45.0;7.0;  0374;;;;;;;;;1000063.33;651438.5;1994-01-18
GU5558002C;6643;;GUARDATINAJAS;;90230.0;673755.0;;;16.0;16.0;9.0;  0971;;;;;;;;;999752.11;650370.84;1994-01-18
GU5558003A;6643;;FDO LOS MENUDITOS;;90110.0;673810.0;HILARIO MARTINEZ;;30.0;30.0;;  0871;;;;;;;;;997292.87;649921.96;1994-01-18
GU5558004A;6643;;FDO MATA VERDE;;90540.0;673340.0;MIGUEL BARBELA;;31.0;31.0;15.0;  0871;;;;;;;;;1005618.91;658134.96;1994-01-18
GU5558005A;6643;;FDO LA INCREIBLE;;90055.0;673430.0;FRANCISCO VISCONTI;;30.0;30.0;2.0;  0871;;;;;;;;;996857.71;656642.53;1994-01-18
GU5558007A;6643;;HTO LOS SAMANES;;90315.0;673315.0;HILARIO MARTINEZ;;;;;  0871;;;;;;;;;1001167.52;658916.04;1994-01-18
GU5558008A;6643;;HTO LA CEIBA;;90510.0;673045.0;BAP;;44.0;44.0;12.0;  0971;;;;;;;;;1004718.86;663482.27;1994-01-18
GU5558009A;6643;;HTO SAN ANTONIO;;90130.0;673930.0;PEDRO SOSA;;;;;  0374;;;;;;;;;997898.2;647476.55;1994-01-18
GU5558010A;6643;;HTO SAN ANTONIO;;90130.0;673930.0;PEDRO SOSA;;25.0;25.0;7.0;  0374;;;;;;;;;997898.2;647476.55;1994-01-18
GU5558011A;6643;;LECHERITO;;90055.0;673800.0;ACUERUR;;;9.0;4.0;  0374;;;;;;;;;996833.22;650229.08;1994-01-18
GU5558012A;6643;;LECHERITO;;90055.0;673800.0;CARLOS ACOSTA;;;;;  0374;;;;;;;;;996833.22;650229.08;1994-01-18
GU5558013A;6643;;EL CARMEN;;90200.0;673745.0;RAFAEL ACUÑA C;;42.0;42.0;5.0;  0374;;;;;;6.0;;;998831.68;650679.68;1994-01-18
GU5558014A;6643;;FDO EL INCREIBLE;;90050.0;673500.0;FRANCISCO VISCONTI;;;;;  0374;;;;;;6.0;;;996700.55;655726.91;1994-01-18
GU5558015A;6643;;FDO EL INCREIBLE;;90100.0;673435.0;FRANCISCO VISCONTI;;;;;  0374;;;;;;;;;997010.72;656489.23;1994-01-18
GU5558016A;6643;;FDO EL INCREIBLE;;90120.0;673510.0;FRANCISCO VISCONTI;;;;;  0374;;;;;;;;;997620.96;655417.94;1994-01-18
GU5558017A;6643;;LAS PEÑITAS;;90315.0;673315.0;JACINTO FUENTES;;;;;  0374;;;;;;;;;1001167.52;658916.04;1994-01-18
GU5558018A;6643;;FCA ALGARROBO;;90250.0;673720.0;JOSE MROZOWICZ;;24.0;24.0;18.0;  0374;;;;;;;;;1000370.52;651437.34;1994-01-18
GU5357006N;;;LA CORONA (COORD.UTM);RED;972100.0;671300.0;M.M.H.;375.0;58.5;29.1;5.5;291196;;88.75;;;;;;;;;1994-01-18
GU5257001N;6741;;LA PROVIDENCIA (COORD.UTM);RED;954200.0;668100.0;M.M.H.;375.0;88.2;75.4;;;;82.5;;;;;;;;481705.29;1994-01-18
GU5357008N;;;PARCELA  261;;973000.0;666300.0;M.M.H.;375.0;49.6;;;;;90.0;;;;;;;;471587.76;1994-01-18
GU5357007N;;;PARCELA 267;RED;969000.0;666600.0;M.M.H.;375.0;55.6;28.4;3.6;291196;;87.1;;;;;;;;472316.01;1994-01-18
GU5358077N;;;PARCELA  559;RED;;;MMH;675.0;110.8;71.7;2.86;301196;;87.0;;;;;;;;;1994-01-18
GU5457046N;6742;;;SRRG-32;;;MMH;975.0;67.9;;;;;95.5;;;;;;;;;1994-01-18
GU5457074N;;;(COORD.UTM);;;;MMH;875.0;31.3;27.8;4.16;200875;3.0;95.5;18.98;;;;;;;;1994-08-01
GU5259021A;;;;SRRG-39;;;MMH;975.0;65.4;51.7;15.1;090975;30.0;84.0;19.46;;;;;;;;1994-01-18
GU5458032N;;;SRRG-37 (COORD.UTM);;90400.0;654500.0;MMH;;39.5;;;;;92.5;;;;;;;1003377.91;197669.0;1994-01-18
GU5457047N;6742;;(COORD.UTM);SRRG-33;;;MMH;875.0;31.3;27.8;4.16;200875;3.0;95.5;18.98;;;2.0;;;;;1994-08-01
GU5359003N;;;PARCELA 515;RED;;;MMH;575.0;110.3;106.2;5.77;301196;;83.59;;;;;;;;;1994-01-18
GU5358076N;;;;SRRG 27RED;;;MMH;675.0;102.1;53.6;;;;85.95;;;;;;;;;1994-01-18
GU5359004N;;;;SRRG-26;;;MMH;575.0;103.3;62.2;;;;82.6;;;;;;;;;1994-01-18
GU5357003N;6742;;PARCELA 269;RED;80000.0;670000.0;MMH;1174.0;49.4;34.5;0.9;291196;;91.95;;;;;;;884843.35;720450.44;1994-01-18
GU5358072N;;;;SRRG-9;;;MMH;575.0;41.9;38.2;5.49;080575;34.0;89.15;15.93;;;;SI;;;;1994-01-18
LA5967001A;6345;0605;SARARE PARC SN NICOLAS DE B 1;;94633.0;690908.0;IAN;;;;;  0671;6.0;;;;;;;;1080643.96;483305.14;1994-01-18
LA5967002A;6345;0605;GAMELOTAL NO 1 MAC 777;;94933.0;690744.0;MAC;;62.0;62.0;21.6;  1170;2.0;594.0;35.3;;;;;;1086171.08;485866.33;1994-01-18
LA5968001A;6345;0605;HDA MALAGANA LA MIEL;;94432.0;691028.0;AFRACIO ANZOLA;68.0;62.0;62.0;32.0;  0671;9.0;;;;;;;;1076928.97;480866.01;1994-01-18
LA5968002A;6345;0605;LA MIEL;;94528.0;691048.0;LICORERIA UNIDAS;60.0;25.0;25.0;15.0;  0671;8.0;;;12.0;;8.0;;;1078649.17;480257.56;1994-01-18
LA5968003A;6345;0605;SABANA ALTA;;94412.0;691417.0;ACUERUR SAS;;;;;  0671;;;;;;;;;1076318.97;473888.34;1994-01-18
LA5971001A;6245;0501;EL MOLINO;;94502.0;694808.0;ACUERUR SAS;964.0;21.0;21.0;4.0;  1070;8.0;;8.0;;;8.0;;;1077949.73;412007.6;1994-01-18
LA5971002A;6245;0501;EL TOCUYO;;94710.0;694740.0;LA MUNICIPALIDAD;65.0;50.0;50.0;9.9;  1070;30.0;;13.5;;;;;;1081879.22;412870.01;1994-01-18
LA5971003A;6245;0501;LAGUNA DEL COCUY;;94252.0;694318.0;MANUEL FERNANDEZ;;;;;  1070;;;;;;;;;1073936.97;420835.36;1994-01-18
LA5971004A;6245;0501;LA BALBANERA;;94812.0;694816.0;CENTRAL TOCUYO;;;;;  1070;;;;;;;;;1083786.14;411777.75;1994-01-18
LA5971005A;6245;0501;EL TOCUYO;;94145.0;694610.0;MAGDALENA DE LOZADA;;;;2.0;  1070;;780.0;;;;;;P;1071890.6;415589.34;1994-01-18
LA5971006A;6245;;DOS CAMINOS;;94918.0;694630.0;ACUERUR SAS;1264.0;26.1;26.1;13.0;  1070;5.0;;16.5;;;6.0;;P;1085805.74;415011.74;1994-01-18
LA5971007A;6245;0501;EL TOCUYO;;94832.0;694724.0;FUERZAS ARMADAS;665.0;30.0;26.1;5.0;  0171;2.0;;18.0;;;6.0;;P;1084396.69;413363.39;1994-01-18
LA5971008A;6245;0501;EL TOCUYO;;94730.0;694700.0;CONSEJO MUNICIPAL;870.0;45.0;45.0;13.5;  0171;12.0;;18.0;;;;;P;1082490.66;414090.11;1994-01-18
LA5974001A;6145;0711;HDA VERSALLES P3;;94940.0;701425.0;ADOLFO ALVAREZ;;;;;  1170;;582.0;;;;;;P;1086634.66;363984.68;1994-01-18
LA5974002A;6145;0711;LA PASTORA 1;;94905.0;701030.0;ACUERUR;;62.0;58.0;28.0;  1170;3.0;597.0;31.0;14.0;;8.0;;P;1085533.76;371140.6;1994-01-18
LA5974003A;6145;0711;HACIENDA LA LIBERTAD NO 106;;94835.0;701345.0;ADOLFO ALVAREZ;;;;18.75;  1077;;;28.1;;;10.0;;P;1084633.45;365196.06;1994-01-18
LA5974004A;6145;0711;HACIENDA LA LIBERTAD NO 174;;94835.0;701400.0;ADOLFO ALVAREZ;;;;3.0;  1177;;;23.21;;;12.0;;P;1084635.13;364739.03;1994-01-18
LA5974005A;6145;0711;HACIENDA LA LIBERTAD NO 102;;94920.0;701350.0;ADOLFO ALVAREZ;;;;20.2;  1177;;;24.7;;;14.0;;P;1086016.36;365048.77;1994-01-18
LA5974006A;6145;0711;HACIENDA LA LIBERTAD NO 101;;94925.0;701350.0;ADOLFO ALVAREZ;;;;;  1277;;;;;;12.0;;P;1086169.95;365049.34;1994-01-18
LA5974007A;6145;0711;HACIENDA LA LIBERTAD NO 103;;94950.0;701335.0;ADOLFO ALVAREZ;;;;;  1277;;;;;;;;P;1086936.25;365509.15;1994-01-18
LA5974008A;6145;0711;CERRO GORDO NO 2 REF 68;;94940.0;701040.0;NESTOR RIERA;;;;23.1;  1277;;;;;;14.0;;P;1086609.97;370839.7;1994-01-18
LA5974009A;6145;0711;HACIENDA LA LIBERTAD REF 195;;94940.0;701355.0;ADOLFO ALVAREZ;;;;;  1277;40.0;;;;;14.0;;P;1086631.3;364898.69;1994-01-18
LA5974010A;6145;0711;CERRO GORDO REF 72;;94955.0;701045.0;NESTOR RIERA;;;;;  1277;;;46.3;;;14.0;;P;1087071.28;370688.98;1994-01-18
LA6067004A;6345;0605;EL TOTUMO NO 1;;95203.0;690124.0;AGROPEC EL TOTUMO;;;;;  0671;;191.0;;;;;;P;1090775.29;497441.64;1994-01-18
LA6067005A;6345;0605;HDA INVERSION EL CORAL NO 1;;95248.0;690038.0;ROBERTO REINALDO;55.0;40.0;40.0;;  0671;2.0;275.0;;12.0;;8.0;;P;1092157.27;498842.69;1994-01-18
LA6068001A;6345;0605;HDA CAMORUCO NO 1;;95012.0;691052.0;SUC FLORES CAZORLA;;60.0;60.0;;  0671;60.0;367.0;;;;;;P;1087371.51;480140.38;1994-01-18
LA6068002A;6345;0604;LAS CAJOBAS FTE TEREPAIMA 834;;95728.0;691038.0;FUERZAS ARMADAS;268.0;36.0;36.0;4.0;  0268;22.0;;5.5;;;8.0;;P;1100761.89;480573.94;1994-01-18
LA6069001A;6345;0310;RIO CLARO;;95442.0;692016.0;PEPITO SALDIVIA;61.0;40.0;40.0;;  0671;10.0;446.0;;17.0;;10.0;;P;1095677.23;462969.44;1994-01-18
LA6070001A;6245;0401;CUARA NO1;;95122.0;693615.0;ACUERUR;167.0;75.0;74.6;10.3;  0667;4.0;700.0;35.07;;;6.0;;P;1089575.78;433753.33;1994-01-18
LA6070002A;6245;0401;LA ERMITA P36;;95642.0;693754.0;INOS;63.0;200.0;200.0;6.43;  0970;30.0;682.0;6.81;;;8.0;;P;1099409.85;430756.48;1994-01-18
LA6070003A;6245;0401;PALO NEGRO;;95948.0;693933.0;JOEL ALVAREZ;766.0;50.0;50.0;30.0;  0766;15.0;630.0;37.0;;;10.0;;P;1105128.58;427753.18;1994-01-18
LA6070004A;6245;0605;TINTORERO;;95933.0;693350.0;ACUERUR;1267.0;84.6;84.6;64.2;  0368;3.0;670.0;79.05;;;8.0;;P;1104648.52;438195.49;1994-01-18
LA6070005A;6245;0401;LOS CERRITOS SAN JOSE;;95204.0;693948.0;ACUERUR;1067.0;129.0;107.0;55.0;  1067;4.0;709.0;;;;8.0;;P;1090878.06;427268.02;1994-01-18
LA6070006A;6245;0401;SANTA MARIA P1 MOP;;95842.0;693948.0;LA GUADALUPANA;1060.0;68.0;68.0;59.0;  1174;2.0;638.1;;20.0;;10.0;;P;1103102.34;427292.41;1994-01-18
LA6070007A;6245;0401;EL PUEBLITO;;95500.0;693900.0;LA MUNICIPALIDAD;;;;;  1070;;;;;;;;P;1096280.88;428740.56;1994-01-18
LA6070008A;6245;0401;TINTORERO NO MAC 907;;95900.0;693300.0;ACUERUR;1170.0;126.0;126.0;;  0667;;;;;;;;P;1103632.4;439716.13;1994-01-18
LA6070009A;6245;0401;CAMPO LINDO NO MAC 880;;95700.0;693400.0;ACUERUR;370.0;151.0;151.0;;  0667;;;;;;;;P;1099949.83;437882.98;1994-01-18
LA6070010A;6245;0401;EL SOPLETE HATO DE QUIBOR;;95600.0;693800.0;ACUERUR;367.0;122.0;122.0;74.0;  0667;3.0;623.0;76.0;;;8.0;;P;1098120.2;430571.31;1994-01-18
LA6070011A;6245;0401;PALO NEGRO;;95959.0;693957.0;CASERIO RIO TURBIO;;46.0;46.0;32.0;  1174;;612.23;;;;10.0;;P;1105467.9;427023.14;1994-01-18
LA6070012A;6245;0401;PALO NEGRO P 94;;95943.0;693839.0;LA GUADALUPANA;1161.0;66.0;66.0;55.14;  1174;;640.5;;;;8.0;;P;1104971.76;429396.99;1994-01-18
LA6070013A;6245;0401;SAN JACINTO P113;VQ;95916.0;693835.0;LA GUADALUPANA;;73.0;73.0;59.74;  1174;;645.0;;;;10.0;;P;1104142.24;429517.16;1994-01-18
LA6070014A;6245;0401;HDA LA GUADALUPITA;VQ;95928.0;693649.0;MODESTO HERRERA;;105.0;105.0;80.52;  0575;23.0;648.0;83.87;;;16.0;;A;1104504.67;432745.26;1994-01-18
LA6070015A;6245;0401;PALO NEGRO P178;VQ;95901.0;693907.0;LA GUADALUPANA;;;;48.0;  1174;;643.0;;;;10.0;;P;1103683.43;428541.94;1994-01-18
LA6070016A;6245;0401;SAN JACINTO P225;VQ;95733.0;693752.0;LA GUADALUPANA;;112.0;112.0;84.0;  1174;30.0;655.9;89.5;;;14.0;;P;1100976.15;430820.36;1994-01-18
LA6070017A;6245;0401;SAN JACINTO P158;VQ;95753.0;693759.0;LA GUADALUPANA;;100.0;100.0;81.07;031174;35.0;660.0;84.58;;;12.0;;A;1101590.84;430608.39;1994-01-18
LA6070018A;6245;0401;SAN JACINTO P272;VQ;95805.0;693752.0;LA GUADALUPANA;;118.0;118.0;79.44;131174;86.0;659.0;82.58;;;12.0;;P;1101959.01;430822.24;1994-01-18
LA6070019A;6245;0401;SAN JACINTO P192;VQ;95820.0;693750.0;LA GUADALUPANA;;90.0;90.0;76.0;131174;35.0;657.0;79.0;;;14.0;;A;1102419.6;430884.01;1994-01-18
LA6070020A;6245;0401;HDA PALO NEGRO P95;;95845.0;693849.0;LA GUADALUPANA;;67.0;67.0;59.95;  1174;;648.0;;;;10.0;;P;1103190.93;429089.04;1994-01-18
LA6070021A;6245;0401;HDA LA ESPERANZA;;95927.0;693807.0;CIRO PAULINI;;105.0;105.0;6.0;  1174;57.0;642.0;;;;14.0;;P;1104478.44;430370.34;1994-01-18
LA6070022A;6245;0401;HDA LA CONQUISTA P234;VQ;95945.0;693901.0;VEGAS JOSE AGDON;;70.0;70.0;48.5;  1174;3.0;638.0;;;;16.0;;P;1105034.5;428727.29;1994-01-18
LA6070023A;6245;0401;HDA PALO NEGRO P171;;95923.0;693924.0;LA GUADALUPANA;;60.0;60.0;38.0;  1174;3.0;637.5;;;;10.0;;P;1104360.17;428025.67;1994-01-18
LA6070024A;6245;0401;SAN JACINTO;VQ;95747.0;693822.0;GARCIA AMADO;;130.0;130.0;80.11;  0675;41.0;660.5;93.78;;;16.0;;P;1101407.9;429907.69;1994-01-18
LA6070025A;6245;0401;SAN JACINTO P245;;95748.0;693815.0;GARCIA AMADO;;103.0;103.0;80.18;090575;;650.2;;16.0;;14.0;;P;1101438.21;430120.9;1994-01-18
LA6070026A;6245;0401;HDA ALTAGRACIA P222;;95707.0;693830.0;SOC DIAZ RAMIREZ;367.0;100.0;100.0;80.86;  1174;;665.0;;14.0;;;;P;1100179.81;429661.72;1994-01-18
LA6070027A;6245;0401;HDA ALTAGRACIA P268;;95708.0;693911.0;SOC DIAZ RAMIREZ;670.0;92.0;92.0;71.0;  1174;13.0;658.0;75.5;12.0;;12.0;;P;1100212.96;428413.3;1994-01-18
LA6070028A;6245;0401;HDA ALTAGRACIA P278;VQ;95722.0;693849.0;SOC DIAZ RAMIREZ;;100.0;100.0;74.0;  1174;;658.0;;16.0;;;;P;1100641.64;429084.05;1994-01-18
LA6070029A;6245;0401;HDA ALTAGRACIA P182;;95706.0;693819.0;SOC DIAZ RAMIREZ;;100.0;100.0;83.76;  1174;8.0;670.0;88.0;12.0;;;;P;1100148.44;429996.62;1994-01-18
LA6070030A;6245;0401;HDA ALTAGRACIA P281;VQ;95723.0;693823.0;SOC DIAZ RAMIREZ;;140.0;140.0;82.0;  1174;72.0;669.0;;;;;;P;1100670.82;429875.82;1994-01-18
LA6070031A;6245;0401;HDA ALTAGRACIA SECTOR 2 P218;VQ;95721.0;693831.0;SOC DIAZ RAMIREZ;;120.0;120.0;78.0;  1174;13.0;661.0;84.2;16.0;;;;P;1100609.86;429632.1;1994-01-18
LA6070032A;6245;0401;FCA TIQUIRE FLORES P 262;VQ;95652.0;693809.0;TIQUIRE FLORES;;126.0;126.0;87.65;  1174;;679.0;;;;;;P;1099717.86;430300.3;1994-01-18
