"IDEN";"HOJA";"MUNICIPIO";"SITIO";"NOMBRE";"LAT";"LON";"PROP";"CONST";"PERF";"ENTU";"NIVEL";"FENIV";"GASTO";"COTA";"ND";"DIAM1";"REG";"DIAM2";"PBOMBEO";"EPOZO";"NORTE";"ESTE";"ACT_MASTER"
"ZU5878003A";"6044";"0205";"LOS CAÑITOS";;"0938";"7059";"ACUERUR";;;;;"  0866";;;;;;;;;"1065515.56";" 282346.35";18/1/1994 0:00:00
"ZU5878004A";"6044";"0202";"SAN ROQUE";;"093900";"705900";"IAN";;"  90.0";"  90.0";"   0.01";"  1275";" 20";"   7.90";"   7.00";;;"  8";;;"1067359.32";" 282357.05";18/1/1994 0:00:00
"ZU5878005A";"6044";"0202";"A C ALTO VIENTO";;"093800";"715830";"IAN";;" 112.0";" 108.9";"   4.00";"  0176";" 20";"   8.20";"   8.00";" 18";;"  8";;;"1066304.66";" 173442.02";18/1/1994 0:00:00
"ZU6179001A";"5946";"0301";"SABANA DE MACHANGO";;"1003";"7103";"ACUERUR";;"  70.0";"  70.0";"  18.50";"  0962";"  8";"  15.00";"  30.00";;;"  8";;;"1111654.91";" 275309.37";18/1/1994 0:00:00
"ZU6179002A";"5946";"0301";"SABANA DE MACHANGO";;"1003";"7103";"ACUERUR";;" 182.0";" 182.0";"  20.00";"  0962";"  9";"  15.00";"  28.00";;;;;;"1111654.91";" 275309.37";18/1/1994 0:00:00
"ZU6179003A";"5946";"0301";"ALDEA GERONTOLOGICA";;"100505";"710709";"VALMORE RODRIGUEZ";"0781";" 170.0";" 170.0";;;;"  22.00";;"  8";;;;;"1115544.65";" 267749.98";18/1/1994 0:00:00
"ZU5879005A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE I";;"093830";"710100";"MAC";;" 114.0";" 100.5";"   2.90";"  0980";" 21";"   2.20";"   9.00";" 24";;" 12";;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5879006A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE II";;"093830";"710100";"MAC";;" 122.0";" 117.0";"   3.50";"  0880";" 15";"   2.20";"  16.00";" 24";;" 12";;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5879007A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE III";;"093830";"710100";"MAC";;" 115.9";"  96.2";"   3.74";"  1080";" 19";"   2.20";"  10.00";" 24";;" 12";;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5879008A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE IV";;"093830";"710100";"MAC";;" 102.0";"  87.5";"   4.20";"  0381";" 19";"   2.20";"  10.00";" 26";;" 12";;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5879009A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE V";;"093830";"710100";"MAC";;"  99.0";"  99.0";"   2.50";"  0281";" 19";"   2.20";"   6.00";;;;;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5879010A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE VI";;"093830";"710100";"MAC";;" 102.0";" 102.0";"   1.70";"  0281";" 21";"   2.20";"   7.50";;;;;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5879012A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE VIII";;"093830";"710100";"MAC";;" 107.0";" 107.0";"   2.10";"  0381";" 19";"   2.20";"  12.50";;;;;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5879013A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE IX";;"093830";"710100";"MAC";;" 102.8";"  98.5";"   1.75";"  0181";" 10";"   2.20";"  28.00";" 24";;" 12";;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5879014A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE X";;"093830";"710100";"MAC";;" 105.0";"  85.5";"   3.07";"  1180";" 10";"   2.20";"  22.00";" 24";;" 12";;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5879015A";"5944";"0202";"TOMOPORO";;"093730";"710230";"IAN";;" 132.0";" 124.0";"   0.01";"  1275";" 14";"   1.60";"  14.00";;;"  8";;;"1064631.31";" 275936.74";18/1/1994 0:00:00
"ZU5879016A";"5944";"0202";"TOMOPORO DE TIERRA";;"093700";"710300";"IAN";;"  99.0";"  99.0";"   0.01";"  0776";" 20";"   1.20";"   4.00";;;"  8";;;"1063714.86";" 275016.31";18/1/1994 0:00:00
"ZU6178002A";"6046";"0301";"HDA. LOS BARRILITOS S MACHANGO";;"100306";"705931";"RINCON";;;;"   8.14";"  0677";;"  52.00";;;;;;;"1111800.10";" 281676.14";18/1/1994 0:00:00
"ZU6079002A";"5945";"0203";"MACHANGO";;"0953";"7102";"MAC";;" 193.0";" 193.0";"  10.00";;"  4";"   9.20";"  24.00";;;;;;"1093205.12";" 277023.55";18/1/1994 0:00:00
"ZU6079003A";"5945";;"MACHANGO";;"0953";"7102";"MAC";;" 187.0";" 187.0";"  10.00";;" 10";"   9.20";"  31.00";;;;;;"1093205.12";" 277023.55";18/1/1994 0:00:00
"ZU5978032A";"6045";"0203";"SAN PABLO";;"094630";"705230";"ACUERUR";;" 160.0";" 148.0";"   0.01";"  0463";"  9";"  17.00";"  26.80";"  8";"SI";"  6";;;"1081119.57";" 294325.63";18/1/1994 0:00:00
"ZU5978033A";"6045";"0203";"LA RAYA MENE GRANDE POZO 2";;"0949";"7053";"INOS";"0373";" 122.0";" 120.0";"   0.01";"  0373";" 26";"  19.00";"  36.50";;"SI";" 10";;;"1085733.84";" 293436.99";18/1/1994 0:00:00
"ZU5978034A";"6045";"0203";"EL PORVENIR";;"094820";"705230";"SECUNDINO MACARENO";;" 245.0";" 245.0";;"  0968";"  4";"  17.00";"  30.00";;;;;;"1084499.62";" 294344.44";18/1/1994 0:00:00
"ZU5978036A";"6045";"0203";"HDA LA MANZANA I";;"094550";"705230";"ANGELO CANIZZARO";;"  74.0";"  70.0";"   0.01";;" 17";"  24.00";"   3.00";" 16";;"  6";;;"1079890.47";" 294318.80";18/1/1994 0:00:00
"ZU5978037A";"6045";"0203";"HDA LA MANZANA II";;"094550";"705230";"ANGELO CANIZZARO";;"  85.0";"  85.0";;;;"  24.00";;;;;;;"1079890.47";" 294318.80";18/1/1994 0:00:00
"ZU5978038A";"6045";"0203";"HDA LA CONCHA I";;"094020";"705520";"RAFAEL VISO";"0775";"  77.0";"  74.5";"   4.00";"310775";" 17";"  11.00";"  15.00";" 24";;" 12";;;"1069779.24";" 289079.41";18/1/1994 0:00:00
"ZU5978039A";"6045";"0203";"HDA LA CONCHA II";;"094030";"705530";"RAFAEL VISO";;"  93.0";"  93.0";;;;"  10.50";;;;;;;"1070088.24";" 288776.24";18/1/1994 0:00:00
"ZU5978040A";"6045";"0203";"HDA LAS ALCANTARILLAS";;"094400";"705330";"ANTONIO ALVAREZ";;" 111.0";" 111.0";;;;"  20.00";;;;;;;"1076520.60";" 292470.99";18/1/1994 0:00:00
"ZU5978041A";"6045";"0205";"BATATAL";;"094210";"705240";"IAN";;"  95.0";"  95.0";"   0.01";;" 20";"  17.80";"   4.00";" 16";;"  8";;;"1073132.08";" 293976.51";18/1/1994 0:00:00
"ZU5978042A";"6045";"0203";"CONCESION SIETE";;"094200";"705530";"ACUERUR";;" 102.0";"  97.0";"   0.01";"  1277";" 17";"  14.80";"  12.00";" 16";;"  8";;;"1072853.80";" 288791.88";18/1/1994 0:00:00
"ZU6078002A";"6045";"0204";"MORROCO";;"095102";"705725";"ACUERUR";;"  99.0";"  99.0";"   9.00";"  0766";"  3";"  30.00";"  49.00";;;"  4";;;"1089528.96";" 285382.32";18/1/1994 0:00:00
"ZU6078003A";"6045";"0203";"SABANA PERDIDA";;"095630";"705820";"ACUERUR";;" 127.0";" 120.0";"   4.00";"  0967";"  3";"  19.00";"  60.00";;;"  6";;;"1099618.08";" 283765.83";18/1/1994 0:00:00
"ZU6078004A";"6045";"0203";"LA LUCHA";;"095200";"705730";"MAC";;" 214.0";" 214.0";"  13.50";;"  6";"  34.00";"  40.50";;;;;;"1091312.15";" 285240.38";18/1/1994 0:00:00
"ZU6078005A";"6045";"0203";"EL MILAGRO";;"095830";"705850";"MAC";;"  48.0";"  48.0";"  12.00";;"  1";"  22.00";"  18.70";;;;;;"1103311.10";" 282873.88";18/1/1994 0:00:00
"ZU6078006A";"6045";"0203";"MACHANGO DEL BARALT";;"0953";"7050";"ACUERUR";;"  97.0";"  97.0";"  17.00";"  0471";"  4";" 385.00";"  48.50";;;"  8";;;"1093078.00";" 298963.15";18/1/1994 0:00:00
"ZU5977004A";"6045";"0205";"SAN JUAN";;"094451";"704648";"MAC";;" 120.0";" 120.0";"   9.00";"  0574";"  2";"   1.40";"  90.00";;;;;;"1078021.22";" 304733.70";18/1/1994 0:00:00
"ZU5977005A";"6045";"0205";"LAS GRANJAS";;"0943";"7047";"ACUERUR";;" 105.0";" 105.0";"   0.01";"  1167";"  8";"  47.00";"  30.00";;;"  4";;;"1074612.55";" 304349.97";18/1/1994 0:00:00
"ZU5977006A";"6045";"0205";"SAN JUAN";;"094500";"704620";"ACUERUR";;"  72.0";"  70.0";"   0.01";"  0571";"  5";"  96.00";"  17.00";;;"  6";;;"1078293.27";" 305588.63";18/1/1994 0:00:00
"ZU5977007A";"6045";"0205";"SAN JUAN";;"094500";"704620";"ACUERUR";;"  76.0";"  76.0";"   6.68";"  0771";"  6";"  96.00";"  20.30";;;;;;"1078293.27";" 305588.63";18/1/1994 0:00:00
"ZU5979007A";"5945";;"FDO LA COPAIBA SAN TIMOTEO";;"0947";"7103";"LUIS RAUL SANDOVAL";;" 120.0";" 120.0";"  20.00";"  0870";"  3";"   1.00";;;;"  6";;;"1082153.22";" 275127.51";18/1/1994 0:00:00
"ZU5979008A";"5945";;"SAN ISIDRO DE CEUTA";;"094020";"710215";"ACUERUR";;"  91.0";"  66.0";"   0.01";"  0877";"  4";"   1.00";"  34.00";;;;;;"1069852.73";" 276425.35";18/1/1994 0:00:00
"ZU6079001A";"5945";;"GRANJA EL MATAPALO";;"095500";"710700";"VALMORE RODRIGUEZ";"0580";" 134.0";" 134.0";;;;;;"  8";;;;;"1096949.83";" 267904.75";18/1/1994 0:00:00
"ZU5579003A";"5943";"1401";"CAJA SECA";;"090830";"710430";"ACUERUR";;" 121.0";" 121.0";"   0.01";"0571";" 18";;"  12.00";;;;;;"1011182.12";" 271961.19";18/1/1994 0:00:00
"ZU5579002A";"5943";"1401";"CAPIN";;"090930";"710330";"ACUERUR";;" 143.0";" 143.0";"  43.00";"150571";"  2";;"  48.00";;;"  6";;;"1013015.41";" 273804.12";18/1/1994 0:00:00
"ZU5579001A";"5943";"1401";"CAJA SECA";;"090904";"710350";"ACUERUR";;" 130.0";" 108.0";"  31.00";"150571";" 13";;"  38.00";;;"  8";;;"1012219.92";" 273188.78";18/1/1994 0:00:00
"ZU5580011A";"5943";"1403";"SAN JOSE";;"090720";"711730";"MAC";;"  80.0";"  80.0";"   0.01";"000362";"  6";;"  10.00";;;;;;"1009175.01";" 248124.68";18/1/1994 0:00:00
"ZU5580010A";"5943";"1403";"SAN ANTONIO";;"0907";"7116";"EEZ";"0769";" 107.0";" 107.0";;"000171";"  9";;"  30.00";;;"  6";;;"1008542.98";" 250869.93";18/1/1994 0:00:00
"ZU5580009A";"5943";"1403";"SAN ANTONIO DE HERAS";;"0907";"7116";"EEZ";"0569";" 120.0";" 120.0";;;;;;;;;;;"1008542.98";" 250869.93";18/1/1994 0:00:00
"ZU5580008A";"5943";"1403";"AGUAS COLORADAS";;"0904";"7115";"ACUERUR";"0867";"  90.0";"  90.0";"   5.00";"000571";" 11";;"  23.00";;;;;;"1002999.50";" 252668.33";18/1/1994 0:00:00
"ZU5879011A";"5944";"0202";"ASENT CAMPESINO SAN ROQUE VII";;"093830";"710100";"MAC";;" 107.7";"  97.5";"   4.71";"  0381";" 18";"   2.20";"  11.00";" 24";;" 12";;;"1066458.84";" 278692.32";18/1/1994 0:00:00
"ZU5580007A";"5943";"1403";"SAN ANTONIO";;"090700";"711600";"ACUERUR";"0763";"  71.5";"  71.5";;;"  1";;;;;;;;"1008542.98";" 250869.93";18/1/1994 0:00:00
"ZU5580006A";"5943";"1403";"STA MARIA";;"090600";"711800";"ACUERUR";"0859";"  89.0";"  89.0";;"0570";" 16";;"  16.00";;;;;;"1006722.07";" 247192.66";18/1/1994 0:00:00
"ZU5580005A";"5943";"1403";"SAN ANTONIO";;"090700";"711600";"ACUERUR";"0659";"  78.0";"  78.0";;"0571";" 16";;"  25.00";;;"  6";;;"1008542.98";" 250869.93";18/1/1994 0:00:00
"ZU5581004A";"5943";"0504";"ASENT LA FORTUNA";;"0901";"7129";"IAN";"1166";"  52.0";"  52.0";"   1.00";"  0571";" 21";;"   2.50";;;;;;" 997633.73";" 226966.75";18/1/1994 0:00:00
"ZU5581003A";"5943";"1404";"SAN FRANCISCO DEL PINO";;"090200";"712500";"MAC";;"  93.0";"  93.0";;"    71";;;;;;;;;" 999428.77";" 234312.94";18/1/1994 0:00:00
"ZU5581002A";"5943";"1404";"HDA MIGUELON";;"090100";"712300";"EUGENIO PARIS";;"  70.0";"  70.0";"   1.00";"  1271";"  2";;;;;;;;" 997560.47";" 237967.58";18/1/1994 0:00:00
"ZU5581001A";"5943";"1404";"EL PINO";;"090200";"712530";"ACUERUR";;"  80.0";"  80.0";"   0.01";"  1271";" 16";;;;;" 10";;;" 999434.85";" 233396.25";18/1/1994 0:00:00
"ZU5679011A";"5943";"1402";"LA CALENTURA";;"0914";"7103";"ACUERUR";"0767";"  51.4";"  51.4";"   1.00";"  0767";" 17";;"  17.00";;;;;;"1021307.23";" 274767.73";18/1/1994 0:00:00
"ZU5679012A";"5943";"1402";"SAN RAFAEL";;"091246";"710046";"ACUERUR";"0364";"  51.0";"  51.0";"  10.00";"  0364";"  5";;"  20.00";;;;;;"1019009.98";" 278846.13";18/1/1994 0:00:00
"ZU5679013A";"5943";"1402";"HDA LA GUAIRA";;"091212";"710938";"MAC";;"  76.0";"  76.0";"   1.00";;"  3";;"  18.00";;;;;;"1018059.86";" 262595.64";18/1/1994 0:00:00
"ZU5679014A";"5943";"1401";"CAPIU";;"091037";"710343";"MAC";"0764";" 142.0";" 142.0";"  30.00";"  0764";"  2";;"  48.00";;;;;;"1015076.59";" 273418.94";18/1/1994 0:00:00
"ZU5679015A";"5943";"1401";"HDA LA GUAIRA";;"091100";"710930";"ACUERUR";"1166";"  74.7";"  74.7";"   0.01";"  1166";" 12";;"   9.00";;;;;;"1015845.69";" 262826.61";18/1/1994 0:00:00
"ZU5679017A";"5943";"1401";"SAN JUAN DEL BATEY";;"091030";"710700";"ACUERUR";"1067";"  90.0";"  90.0";"   3.00";"  1067";" 17";;"  20.00";;;;;;"1014896.47";" 267401.82";18/1/1994 0:00:00
"ZU5679018A";"5943";"1401";"ENCARNACION";;"0912";"7108";"ACUERUR";"0367";"  94.0";"  94.0";"   0.01";"  0367";"  5";;"  30.00";;;"  4";;;"1017673.14";" 265585.98";18/1/1994 0:00:00
"ZU5679019A";"5943";"1401";"SANTA ANA";;"0913";"7110";"ACUERUR";;"  93.0";"  93.0";;"  0571";"  3";;"  20.00";;;"  4";;;"1019539.05";" 261932.77";18/1/1994 0:00:00
"ZU5679020A";"5943";"1401";"SAN MIGUEL";;"0912";"7109";"ACUERUR";"1266";"  92.0";"  92.0";"   0.01";"  1266";"  8";;"  10.00";;;"  4";;;"1017684.09";" 263753.81";18/1/1994 0:00:00
"ZU5679021A";"5943";"1401";"LA GUAYANA";;"0910";"7106";"ACUERUR";"0467";"  96.0";"  96.0";"  13.50";"  0667";"  7";;;;;"  4";;;"1013963.80";" 269228.70";18/1/1994 0:00:00
"ZU5679022A";"5943";"1403";"LA DIFICULTAD";;"0919";"7103";"MAC";;"  70.0";"  70.0";"   0.01";;" 14";;"  10.00";;;;;;"1030526.21";" 274820.92";18/1/1994 0:00:00
"ZU5679023A";"5943";"1401";"EL MATADERO";;"091502";"710934";"MAC";;"  72.0";"  72.0";"   3.00";;" 16";;"  12.00";;;;;;"1023283.55";" 262749.38";18/1/1994 0:00:00
"ZU5679024A";"5943";"1401";"EL BATEY";;"091000";"710646";"MAC";;" 150.0";" 150.0";"   2.00";;" 31";;"  20.00";;;;;;"1013972.03";" 267823.93";18/1/1994 0:00:00
"ZU5679025A";"5943";"1401";"PALO DE FLORES";;"0911";"7108";"ACUERUR";"0167";"  90.0";"  90.0";"   0.01";;" 10";;"  30.00";;;;;;"1015829.25";" 265575.01";18/1/1994 0:00:00
"ZU6580001A";"5948";"1101";"CERRO BLANCO PALMITAS";;"1043";"7114";"ACUERUR";;"  81.1";"  81.1";;;;;;;;" 10";;;"1185550.50";" 255724.34";18/1/1994 0:00:00
"ZU6580002A";"5948";"1101";"ASENT LAS PALMITAS";;"1044";"7113";"ACUERUR";;"  79.9";"  79.9";;;;;;;;;;;"1187381.45";" 257561.43";18/1/1994 0:00:00
"ZU6580003A";"5948";"1101";"PALMARITO";;"1045";"7115";"ACUERUR";;" 101.4";" 101.4";;;;;;;;"  6";;;"1189252.11";" 253927.50";18/1/1994 0:00:00
"ZU6580004A";"5948";"1101";"EL JAJATAL";;"1049";"7118";"ACUERUR";;" 100.0";" 100.0";;;;;;;;"  8";;;"1196669.56";" 248511.94";18/1/1994 0:00:00
"ZU6580005A";"5948";"1101";"POTRERITO";;"1048";"7115";"ACUERUR";;"  95.8";"  95.8";;;;;;;;"  8";;;"1194784.61";" 253968.14";18/1/1994 0:00:00
"ZU6580006A";"5948";"1101";"PALMARITO";;"1044";"7115";"ACUERUR";;" 105.0";" 105.0";;;;;;;;"  8";;;"1187407.94";" 253914.00";18/1/1994 0:00:00
"ZU6581012A";"5948";"1101";"JAGUEY DE PIEDRA";;"104654";"712024";;;"  42.0";"  42.0";"  15.00";;"  4";;"  25.00";;;;;;"1192829.85";" 244106.32";18/1/1994 0:00:00
"ZU6581011A";"5948";"1101";"BOCA DEL PALMAR";;"104826";"712029";"ACUERUR";"0267";"  81.0";"  81.0";"  24.00";"  0267";"  8";;"  38.00";;;"  6";;;"1195658.91";" 243976.01";18/1/1994 0:00:00
"ZU6581010A";"5948";"1101";"ASENT CAMP RODEO";;"1043";"7123";"ACUERUR";;"  90.0";"  90.0";;;;;;;;"  8";;;"1185673.55";" 239309.17";18/1/1994 0:00:00
"ZU6581009A";"5948";"1101";"BOCA DEL PALMAR";;"1048";"7121";"ACUERUR";;"  89.6";"  89.6";;;;;;;;"  8";;;"1194866.95";" 243027.77";18/1/1994 0:00:00
"ZU6581008A";"5948";"1101";"HDA CIRA";;"104030";"712230";"RAMON AVILA GIRON";;"  73.6";"  73.6";;;;;"  25.00";;;"  8";;;"1181055.72";" 240185.68";18/1/1994 0:00:00
"ZU6481011A";"5947";"1101";"HDA EL PARAISO";;"1031";"7121";"JAIRO OLIVEROS";;"  96.0";"  95.5";;;;;;;;"  6";;;"1163514.23";" 242789.80";18/1/1994 0:00:00
"ZU6481010A";"5947";"1102";"EL MECOCAL";;"1038";"7125";"ACUERUR";;"  74.7";"  74.7";;;;;;;;"  8";;;"1176480.16";" 235589.04";18/1/1994 0:00:00
"ZU6481009A";"5947";"1102";"MECOCAL";;"103826";"712446";;;" 186.0";" 186.0";"  25.00";;"  4";;"  76.00";;;;;;"1177276.07";" 236020.98";18/1/1994 0:00:00
"ZU6481007A";"5947";"1101";"HDA LA MOCHA";;"103330";"712720";"INOS";;"  79.3";"  79.3";"  45.70";;"  4";"  42.80";"  51.80";;;;;;"1168213.76";" 231266.28";18/1/1994 0:00:00
"ZU6481006A";"5947";"1101";"LAS MERCEDES";;"103531";"712549";"SALVADOR PEREZ";;;;"  13.40";"  0677";;;;;;;;;"1171911.60";" 234063.19";18/1/1994 0:00:00
"ZU6481005A";"5947";"1101";"MECOCAL EL CARMELO";;"103736";"712324";"RAFAEL AGUIRRE";;"  56.0";"  56.0";"  17.00";"  0679";;;;" 12";;"  8";;;"1175719.83";" 238502.60";18/1/1994 0:00:00
"ZU6481004A";"5947";"1101";"MECOCAL";;"103810";"712416";"ALBERTO SANCHEZ";;"  62.0";"  62.0";"  17.90";"  0677";" 17";;;;;"  8";;;"1176777.16";" 236929.41";18/1/1994 0:00:00
"ZU6480003A";"5947";"1101";"AGROP LA CULEBRA";;"103107";"711203";"JOSE RAFAEL ALVAREZ";;;;;"  0677";;;;;;;;;"1163610.91";" 259125.58";18/1/1994 0:00:00
"ZU6379005A";"5947";"1101";"EL CONSEJO";;"102854";"710823";"ACUERUR";;"  49.0";"  49.0";"  26.30";"  0677";;" 134.00";;;;"  8";;;"1159477.05";" 265789.13";18/1/1994 0:00:00
"ZU6379006A";"5947";"1101";"AGUASANTA";;"102452";"710752";"COMUNIDAD";;"  76.0";"  76.0";"  26.00";;"  1";"  80.00";"  38.00";;;;;;"1152033.20";" 266681.91";18/1/1994 0:00:00
"ZU6379007A";"5947";"1101";"CORRAL DE NAVAS";;"102609";"710606";"COMUNIDAD";;" 130.0";" 130.0";"  20.00";;"  3";" 167.00";"  30.00";;;;;;"1154378.07";" 269922.63";18/1/1994 0:00:00
"ZU6379008A";"5947";"1101";"EL CONSEJO";;"1029";"7108";"ACUERUR";;"  93.8";"  93.8";;;;" 134.00";;;;;;;"1159656.70";" 266490.00";18/1/1994 0:00:00
"ZU6379009A";"5947";"1101";"HDA EL PORVENIR";;"1028";"7104";"ROMUALDO RODRIGUEZ";;"  90.2";"  90.2";;;;" 150.00";;;;;;;"1157764.07";" 273778.12";18/1/1994 0:00:00
"ZU6379010A";"5947";"1101";"EL PENSAO";;"102500";"710100";"IAN";;"  67.0";"  67.0";;;;" 151.00";;;;;;;"1152196.99";" 279218.08";18/1/1994 0:00:00
"ZU6379011A";"5947";"1101";"RANCHO GRANDE";;"102824";"710548";"MAC";;"  61.0";"  61.0";"  14.00";;"  8";" 119.50";"  17.50";;;;;;"1158523.35";" 270497.79";18/1/1994 0:00:00
"ZU6379012A";"5947";"1101";"EL CONSEJO";;"102909";"710839";"MAC";;"  57.0";"  57.0";"  20.00";;"  1";" 133.00";"  40.00";;;;;;"1159941.37";" 265305.58";18/1/1994 0:00:00
"ZU6379013A";"5947";"1101";"EL CONSEJO";;"102901";"710836";"MAC";;"  84.0";"  84.0";"  25.00";;" 10";" 134.00";"  35.00";;;;;;"1159694.88";" 265395.16";18/1/1994 0:00:00
"ZU6379014A";"5947";"1101";"EL CONSEJO";;"102926";"710823";"ACUERUR";;" 100.0";" 100.0";"  30.00";"  0463";"  2";" 131.00";"  41.00";;;;;;"1160460.53";" 265795.82";18/1/1994 0:00:00
"ZU6380006A";"5947";"0301";"HDA LA RIVERA";;"102129";"711118";"MAC";;" 100.0";" 100.0";"  18.00";;"  7";" 120.00";"  30.00";;;;;;"1145836.86";" 260371.30";18/1/1994 0:00:00
"ZU6380007A";"5947";"0301";"EL GUANABANO";;"103000";"711500";"ACUERUR";;;;;;;"  64.00";;;;;;;"1161589.81";" 253727.11";18/1/1994 0:00:00
"ZU6380008A";"5947";"0301";"HDA BUENOS AIRES";;"1028";"7111";"ALIRIO GONZALEZ";;"  55.0";"  55.0";;;;"  96.00";;;;"  8";;;"1157850.19";" 261001.87";18/1/1994 0:00:00
"ZU6583232A";"5848";"0404";"LAS CRUCES GJA STA MARIA";;"104848";"714422";"RUMALDO GONZALEZ";"0480";" 116.0";" 110.0";"  58.00";"150480";"  4";"  53.50";"  63.00";" 14";;"  7";;;"1196697.69";" 200427.07";18/1/1994 0:00:00
"ZU6583300A";"5848";"0903";"NVA LUCHA TAMARE GJA EL RANCHO";;"104924";"714521";"CARLOS RODRIGUEZ";"0480";" 136.0";" 134.0";"  72.00";"290480";"  2";"  65.00";"  79.00";" 17";;"  8";;;"1197820.74";" 198643.57";18/1/1994 0:00:00
"ZU6286049A";"5746";"0803";"HDA SIN SALIDA";;"101110";"721940";"HUGO CARMONA";"0781";" 107.8";" 107.0";;;;;;;;;;;"1127210.63";" 792807.22";18/1/1994 0:00:00
"ZU6187024A";"5746";"0803";"LOS NARANJOS";;"100710";"722240";"GUIDO CARMONA";"0281";" 105.2";"  94.0";"   6.00";"200281";"  6";;"  36.00";" 17";;"  8";;;"1119787.45";" 787384.42";18/1/1994 0:00:00
"ZU6186054A";"5746";"1301";"LA LUCHA";;"101000";"721530";"EMIRO FERNANDEZ";"0870";"  84.0";"  84.0";"  10.00";"  0870";;;"  20.00";;;;;;"1125122.08";" 800440.18";18/1/1994 0:00:00
"ZU6280045A";"5946";"0301";"SABANA DE LA PLATA";;"101928";"711530";"OSCAR VILCHEZ";;;;;;;"  61.50";;;;" 12";;;"1142171.39";" 252676.09";18/1/1994 0:00:00
"ZU6280046A";"5946";"0301";"SABANA DE LA PLATA";;"101915";"711547";"EJECUTIVO DEL EDO";;"  95.0";"  95.0";"   4.00";"  0677";" 15";"  59.80";"  36.00";;;"  6";;;"1141775.49";" 252155.85";18/1/1994 0:00:00
"ZU6280047A";"5946";"0301";"HDA EL PICACHO";;"101504";"711343";"JUAN MENDEZ";;" 141.0";" 141.0";;;;"  80.00";;;;"  6";;;"1134034.51";" 255876.32";18/1/1994 0:00:00
"ZU6381007A";"5947";"0101";"LA ESPERANZA";;"102350";"712025";"FRANCISCO CORDERO";"0680";" 190.0";" 190.0";"  24.00";;"  5";"  48.00";;" 17";;"  8";;;"1150289.17";" 243756.43";18/1/1994 0:00:00
"ZU6380009A";"5947";"0101";"RINCON DE LA PLATA";;"102005";"711600";"OSCAR VILCHEZ";"0779";"  86.0";"  78.4";"  10.00";"  0779";"  7";"  78.00";"  26.00";" 17";;"  8";;;"1143315.08";" 251771.08";18/1/1994 0:00:00
"ZU6581013A";"5948";"0602";"FDO LA MARIPOSA";;"104444";"712300";"ADOLFO PAZ";"0880";" 126.6";" 121.0";"  34.00";"200880";" 13";;"  53.00";" 17";;"  8";;;"1188870.38";" 239333.95";18/1/1994 0:00:00
"ZU6580007A";"5948";"0602";"AGUA DEL TIGRE";;"104600";"711340";"JOSE MARTINEZ";"1279";" 117.5";" 115.5";"  21.50";"010280";" 20";;"  29.00";" 17";;"  8";;;"1191078.52";" 256372.39";18/1/1994 0:00:00
"ZU6384038A";"5847";;"LA TRANQUILA";;"102336";"715806";"GERARDO SUAREZ ATENC";"0573";" 123.1";" 108.8";"  33.02";"250573";" 14";;"  54.61";" 19";"SI";" 10";;"P";"1150434.44";" 174933.02";18/1/1994 0:00:00
"ZU6585012A";"5748";;"LOS JAGUEICITOS";;"104000";"720448";"RADEGUNDA FUENMAYOR";"0673";" 159.7";" 154.5";"  55.76";"  0673";" 12";;"  82.95";" 14";"SI";"  8";;;"1180644.25";" 819487.50";18/1/1994 0:00:00
"ZU6284013A";"5846";;"PASO ANCHO";;"101754";"715636";"JORGE OROZCO";"0573";" 111.1";"  99.8";"  12.73";"070973";" 24";;"  22.70";" 19";"SI";" 10";;;"1139891.97";" 177575.97";18/1/1994 0:00:00
"ZU6683194A";"5848";"0404";"TAMARE GJA SAN LUIS";;"105142";"714538";"OSMAN QUINTERO";"0179";"  97.0";"  95.0";"  50.00";"  0588";"  8";"  48.00";"  55.00";" 17";;"  8";;;"1202068.56";" 198165.30";18/1/1994 0:00:00
"ZU6683195A";"5848";"0404";"TAMARE SAN JOSE";;"105127";"714508";"IVAN DARIO PARRA";"0379";" 104.0";"  97.5";"  48.00";"040479";"  7";"  56.00";"  50.00";" 20";;" 10";;;"1201599.08";" 199072.93";18/1/1994 0:00:00
