"IDEN";"HOJA";"MUNICIPIO";"SITIO";"NOMBRE";"LAT";"LON";"PROP";"CONST";"PERF";"ENTU";"NIVEL";"FENIV";"GASTO";"COTA";"ND";"DIAM1";"REG";"DIAM2";"PBOMBEO";"EPOZO";"NORTE";"ESTE";"ACT_MASTER"
"FA6970036C";"6250";"1202";"LA RETAMA DIST LOS OLIVOS";;"112623";"693711";"ANTONIO RODRIGUEZ";;;;"  11.12";"010368";;"   8.96";;;;;;"D";"1264687.41";" 432397.57";18/1/1994 0:00:00
"FA6970037C";"6250";"1202";"AV INDEPENDENCIA QTA LUCERO";;"112602";"693757";"JACOBO CASTRO";;;"  26.0";"  12.00";"  0084";;;;;;;;"D";"1264045.37";" 431002.24";18/1/1994 0:00:00
"FA6970038A";"6250";"1202";"AV INDEPENDENCIA QTA LUCERO";;"112557";"693752";"JACOBO CASTRO";;"  30.0";"  30.0";"  10.00";"  1080";;"   0.88";;;;;;"D";"1263891.45";" 431153.42";18/1/1994 0:00:00
"FA6970039A";"6250";"1202";"HARAS LA FLORESTA CORO";;"112518";"693915";"ITURBE";;"  80.0";"  80.0";"  21.00";"  0792";"  5";;;;;" 12";;"A";"1262699.08";" 428635.53";18/1/1994 0:00:00
"FA6970040C";"6250";"1202";"HARAS LA FLORESTA CORO";;"112521";"693910";"ITURBE";;;"  28.0";"  12.00";"  0084";;"  16.11";;;;;;"A";"1262790.89";" 428787.26";18/1/1994 0:00:00
"FA6970041C";"6250";"1202";"HARAS LA FLORESTA CORO";;"112524";"693906";"ITURBE";;;"  28.0";"  15.00";"  0291";;"  16.11";;;;;;"D";"1262882.76";" 428908.69";18/1/1994 0:00:00
"FA6970042A";"6250";"1202";"HARAS LA FLORESTA CORO";;"112525";"693905";"ITURBE";;"  63.0";"  63.0";"  16.00";"  1080";"  5";"  16.11";;;;" 12";;"D";"1262913.41";" 428939.06";18/1/1994 0:00:00
"FA6970043C";"6250";"1202";"AV INDEPENDENCIA QTA TRAPICHIT";;"112518";"693910";"HECTOR RUIZ";;;"  22.0";"  15.65";"010291";;"  13.68";;;;;;"D";"1262698.74";" 428787.05";18/1/1994 0:00:00
"FA6970044C";"6250";"1202";"AV INDEPENDENCIA RADIO CORO";;"112512";"693907";"RADIO CORO";;;;"  14.90";"  0084";;"  13.68";;;;;;"D";"1262514.23";" 428877.55";18/1/1994 0:00:00
"FA6970045C";"6250";"1202";"AV INDEPENDENCIA CORO";;"112507";"693910";"COLEGIO MEDICO";;;"  24.0";"  15.60";"  0084";;"  14.80";;;;;;"D";"1262360.85";" 428786.29";18/1/1994 0:00:00
"FA6970046C";"6250";"1202";"AV INDEPENDENCIA QTA NELLY";;"112518";"693915";"PEDRO BRACHO";;;;"  16.10";"  0084";;"  10.53";;;;;;"D";"1262699.08";" 428635.53";18/1/1994 0:00:00
"FA6970047A";"6250";"1202";"CAMPO ALEGRE MEDANOS";;"112652";"693939";"JOSE HIGUERA";;"  70.0";"  70.0";"   8.17";"  0792";;"   5.55";;;;"  6";;"P";"1265588.15";" 427914.82";18/1/1994 0:00:00
"FA6970048A";"6250";"1202";"VIVERO FORESTAL DE CORO";;"112527";"693847";"MTC";;"  67.0";"  67.0";"  17.43";"  0792";" 15";"  15.24";;;;"  6";;"P";"1262973.62";" 429484.67";18/1/1994 0:00:00
"FA6970049C";"6250";"1202";"LOS CUJIZALES GJA FALCON";;"112735";"693929";"HECTOR JURADO";;;"  17.0";"   3.00";"  0084";;"   5.57";;;;;;"D";"1266908.29";" 428220.85";18/1/1994 0:00:00
"FA6970050C";"6250";"1202";"LOS CUJIZALES GJA FALCON";;"112743";"693918";"HECTOR JURADO";;;"  15.0";"   2.40";"  0084";;"   2.38";;;;;;"D";"1267153.27";" 428554.72";18/1/1994 0:00:00
"FA6970177A";"6250";"1201";"LAS CALDERAS";;"112608";"693703";"VICTOR REYES L";;"  25.0";"  25.0";"   3.00";"  0873";;"   9.10";;;;;;;"1264226.13";" 432639.00";18/1/1994 0:00:00
"FA6970051C";"6250";"0501";"LAS CALDERAS LOS OLIVOS";;"112552";"693657";"VICTOR LUGO";;;"  12.0";"   9.00";"  0084";;;;;;;;"D";"1263734.27";" 432819.77";18/1/1994 0:00:00
"FA6970052N";"6250";"1202";"VARIANTE NORTE CORO";;"112534";"693930";"INOS";;" 171.0";" 171.0";"  14.40";"  0084";;"  13.09";;;;;;"D";"1263191.58";" 428182.08";18/1/1994 0:00:00
"FA6970053C";"6250";"0501";"LOS OLIVOS GJA LOS CARDONALES";"RED";"112552";"693701";"CASIMIRO GUENECHEA";;;"  28.0";"  11.93";"  0395";;"  12.02";;;;;;"D";"1263734.53";" 432698.56";18/1/1994 0:00:00
"FA6970054A";"6250";"0501";"LAS CALDERAS HDA CAUJARAL";;"112516";"693706";"RAFAEL CEDEÑO";;"  61.0";"  61.0";"  15.03";"  0792";" 15";;;;;;;"P";"1262629.05";" 432544.68";18/1/1994 0:00:00
"FA6970055A";"6250";"0501";"LAS CALDERAS TUBERIA ACUEDUCTO";;"112503";"693704";"ALI GUTIERREZ";;;;;"  1080";" 10";;;;;;;"A";"1262229.60";" 432604.44";18/1/1994 0:00:00
"FA6970056A";"6250";"1201";"AV INDEPENDENCIA CORO";;"112527";"693840";"IBRAHIN OBERTO";;;;"  14.64";"  0084";;"  13.44";;;;;;"D";"1262973.15";" 429696.80";18/1/1994 0:00:00
"FA6970057A";"6250";"1201";"BARRIO SAN JOSE CORO";;"112414";"693847";"DIOGENES BARRETO";"0671";"  58.4";"  58.4";"  16.20";"  0291";;"  15.79";;;;"  4";;;"1260731.28";" 429479.67";18/1/1994 0:00:00
"FA6970058C";"6250";"1201";"LAS CALDERAS DETRAS ESTADIO";;"112603";"693625";"OSCAR PIRONA";;"  20.0";"  20.0";"   8.22";"  0291";;"   5.91";;;;;;;"1264070.11";" 433790.19";18/1/1994 0:00:00
"FA6970059A";"6250";"1201";"LOS PEROZOS EL KILO";;"112356";"693847";"VICTOR RODRIGUEZ";;"  58.5";"  58.5";"  30.00";"  0084";"  8";"  25.60";;;;"  6";;"P";"1260178.37";" 429478.44";18/1/1994 0:00:00
"FA6970060A";"6250";"1202";"BARRIO SAN NICOLAS CORO";;"112600";"693836";"FELIX AMAYA";;"  56.3";"  56.3";"  12.19";"  0291";"  5";;;;;"  6";;;"1263986.54";" 429820.28";18/1/1994 0:00:00
"FA6970061A";"6250";"1203";"CORO AGUA POTABLE STA ANA";;"112523";"693841";"AMILCAR GRATEROL";;"  41.0";"  41.0";;"  1080";;;;;;;;"D";"1262850.35";" 429666.23";18/1/1994 0:00:00
"FA6970064A";"6250";"1201";"EL PLATERO FERRETERIA VARIANTE";;"112358";"693852";"RUFINO PINTO";;"  36.0";"  36.0";;"  1080";;;;;;"  8";;"P";"1260240.14";" 429327.04";18/1/1994 0:00:00
"FA6970065N";"6250";"0501";"SABANA LARGA";;"112618";"693607";"INOS";"0269";"  50.0";"  50.0";"   9.80";"000291";;"   9.03";;;;"  2";;"D";"1264529.72";" 434336.61";18/1/1994 0:00:00
"FA6970067A";"6250";"1201";"EL PLATERO FDO LOS GAVILANES";"RED";"112348";"693818";"ESTEBAN BUENO";"0778";"  60.0";"  55.0";"  25.00";"  1080";"  7";;;" 14";;"  8";;"P";"1259930.69";" 430356.80";18/1/1994 0:00:00
"FA6970068A";"6250";"0503";"BARIGUA VIA VENTOSA";;"112507";"693024";"ARGEO PEREZ";;;"  60.0";"  12.00";"  0084";"  7";;;" 16";;" 12";;;"1262328.92";" 444726.48";18/1/1994 0:00:00
"FA6970069A";"6250";"0503";"BARIGUA VIA VENTOSA";;"112504";"693019";"ARGEO PEREZ";"0279";" 100.0";"  95.0";"  30.00";"  1080";"  7";;;" 16";;" 10";;;"1262236.50";" 444877.84";18/1/1994 0:00:00
"FA6970070A";"6250";"0501";"SABANA LARGA VIA BUTARE";;"112610";"693601";"CERAMICA CORIANA";;"  70.0";"  70.0";"   9.00";"  1080";;"   8.91";;;;"  8";;"D";"1264283.61";" 434517.91";18/1/1994 0:00:00
"FA6970071N";"6250";"0501";"SABANA LARGA VIA BUTARE";"RED";"112523";"693604";"INOS MARNR";;"  52.0";"  52.0";"  16.68";"301296";;"  15.54";;;;"  2";;"A";"1262840.11";" 434424.00";18/1/1994 0:00:00
"FA6970072A";"6250";"0501";"SABANA LARGA CORO LA VELA";;"112614";"693629";"INTUBLOCA";;;;"   9.10";"  0291";;;;;;"  8";;"D";"1264408.25";" 433669.69";18/1/1994 0:00:00
"FA6970073C";"6250";"0501";"LAS CALDERAS";;"112515";"693721";"MANUEL TORREALBA";;;"  17.2";"  16.00";"  0291";;"  13.00";;;;;;"D";"1262599.30";" 432090.05";18/1/1994 0:00:00
"FA6970074C";"6250";"0501";"LAS CALDERAS";;"112515";"693715";"MANUEL TORREALBA";;;"  15.0";;"  1080";;;;;;;;"D";"1262598.91";" 432271.87";18/1/1994 0:00:00
"FA6970075C";"6250";"0501";"LAS CALDERAS";;"112510";"693720";"MANUEL TORREALBA";;;"  14.0";;"  1080";;;;;;;;"D";"1262445.65";" 432120.02";18/1/1994 0:00:00
"FA6970076A";"6250";"1201";"LAS CALDERAS HDA LA ESPERANZA";;"112419";"693719";"EVELIO MOLINA";"0678";"  90.0";"  90.0";"  21.50";"  0291";;;;;;" 12";;"A";"1260879.03";" 432146.96";18/1/1994 0:00:00
"FA6970077A";"6250";"1201";"LAS CALDERAS HDA LA ESPERANZA";;"112411";"693730";"EVELIO MOLINA";;"  70.0";"  70.0";"  16.40";"  0792";" 25";;;;;" 12";;"A";"1260634.01";" 431813.06";18/1/1994 0:00:00
"FA6970078A";"6250";"1201";"LAS CALDERAS";;"112408";"693729";"CONSORCIO";;;;;"  1080";;;;;;" 12";;"A";"1260541.79";" 431843.17";18/1/1994 0:00:00
"FA6970079A";"6250";"1201";"LAS CALDERAS";;"112402";"693724";"CONSORCIO";;;;;"  1080";;;;;;" 12";;"P";"1260357.16";" 431994.31";18/1/1994 0:00:00
"FA6970080C";"6250";"0501";"LAS CALDERAS";;"112505";"693725";"IGNACIO HERNANDEZ";;;"  22.0";;"  1080";" 10";;;;;;;"D";"1262292.40";" 431968.17";18/1/1994 0:00:00
"FA6970081C";"6250";"0501";"LAS CALDERAS";;"112454";"693724";"ANGEL HERNANDEZ";;;;;"  1080";;;;;;;;"D";"1261954.44";" 431997.74";18/1/1994 0:00:00
"FA6970082A";"6250";"1203";"VARIANTE NORTE LAS CALDERAS";;"112525";"693747";"FRANCISCO LOPEZ";;"  40.0";"  40.0";"  13.00";"  0084";"  7";"  11.26";;;;" 10";;"P";"1262908.18";" 431302.80";18/1/1994 0:00:00
"FA6970083A";"6250";"1203";"LAS TRINCHERAS FCA EL POTRERO";;"112450";"693751";"SIMON RODRIGUEZ";"0677";"  40.0";"  40.0";"  17.50";"  0291";" 24";;;;;"  8";;"P";"1261833.35";" 431179.24";18/1/1994 0:00:00
"FA6970084A";"6250";"1203";"LAS TRINCHERAS FCA SAN JOSE";;"112454";"693743";"OSCAR PIRONA";"0674";"  27.0";"  27.0";"  22.00";"  1080";;;;;;"  6";;"D";"1261955.69";" 431421.94";18/1/1994 0:00:00
"FA6970085N";"6250";"1201";"LAS TRINCHERAS FCA ROSAGLIANI";"RED";"112441";"693757";"JOSE CHIRINOS";;" 100.0";" 100.0";"  19.96";"301296";;;;;;"  8";;;"1261557.29";" 430996.80";18/1/1994 0:00:00
"FA6970086A";"6250";"1201";"LOS PEROZOS FCA LOS MANGOS";;"112356";"693727";"SALVADOR MEDINA";"0665";"  50.0";"  50.0";"  18.00";"  0084";;;;;;"  6";;"A";"1260173.06";" 431902.99";18/1/1994 0:00:00
"FA6970087A";"6250";"1201";"LOS PEROZOS FCA LOS MANGOS";;"112355";"693731";"SALVADOR MEDINA";"0665";"  50.0";"  50.0";"  18.00";"  1080";;;;;;"  6";;"D";"1260142.60";" 431781.69";18/1/1994 0:00:00
"FA6970088A";"6250";"1201";"EL PLATERO FCA STA CECILIA";;"112350";"693821";"FRANCISCO ARCILA";;"  32.0";"  32.0";"  20.00";"  1080";;;;;;"  6";;"P";"1259992.32";" 430266.01";18/1/1994 0:00:00
"FA6970089A";"6250";"1201";"LOS PEROZOS FCA SAN ANTONIO";;"112349";"693825";"SATURNINO SANCHEZ";;"  65.0";"  65.0";"  27.58";"  0792";;"  26.10";;;;"  6";;"P";"1259961.87";" 430144.71";18/1/1994 0:00:00
"FA6970090A";"6250";"1201";"LOS PEROZOS FCA LAS VEGAS";;"112345";"693828";"ARON ALCILA";"0468";"  40.0";"  40.0";"  25.00";"  0084";" 10";;;;;" 12";;"D";"1259839.21";" 430053.52";18/1/1994 0:00:00
"FA6970091A";"6250";"1201";"LOS PEROZOS FCA MI RANCHO";;"112401";"693754";"JULIO YANEZ";;"  40.0";"  40.0";;"  0291";" 11";;;;;;;"A";"1260328.42";" 431085.04";18/1/1994 0:00:00
"FA6970092A";"6250";"1201";"EL PLATERO";;"112357";"693818";"DAL COLINA";;;;;"  1080";;"  24.32";;;;;;;"1260207.14";" 430357.40";18/1/1994 0:00:00
"FA6970093A";"6250";"1203";"URB INDEPENDENCIA CORO";;"112533";"693756";"INOS";;;;;"  0084";;;;;;;;"D";"1263154.51";" 431030.59";18/1/1994 0:00:00
"FA6970094A";"6250";"1201";"LOS PEROZOS";;"112349";"693819";"ALBERTO LEAL";;"  40.0";"  40.0";;"  1080";;;;;;"  6";;"D";"1259961.47";" 430326.56";18/1/1994 0:00:00
"FA6970095A";"6250";"0501";"EL PLATERO";;"112336";"693803";"MANUEL RUELA";;"  50.0";"  50.0";"  16.00";"  1080";;;;;;" 10";;"D";"1259561.09";" 430810.60";18/1/1994 0:00:00
"FA6970096A";"6250";"0501";"LOS PEROZOS FCA EL CERRO";;"112331";"693803";"MANUEL RUELA";"0779";"  40.0";"  40.0";"  24.40";"  0291";" 26";;;;;"  8";;"D";"1259407.50";" 430810.26";18/1/1994 0:00:00
"FA6970097A";"6250";"1201";"EL PLATERO FCA LOS GAVILANES";;"112340";"693814";"AGRINCA";;;;;"  0084";;;;;;" 12";;"D";"1259684.69";" 430477.48";18/1/1994 0:00:00
"FA6970098A";"6250";"1201";"LOS PEROZOS FCA CASA BLANCA";;"112319";"693827";"HORACIO MORIN";;"  45.0";"  45.0";"  17.00";"  0084";;"  16.79";;;;" 10";;"D";"1259040.50";" 430082.06";18/1/1994 0:00:00
"FA6970099A";"6250";"1201";"HUERTAS DE CORO CASA BLANCA";;"112305";"693857";"EDUARDO DELGADO";;"  45.0";"  45.0";"  25.00";"  1080";" 28";;;;;" 12";;"P";"1258612.48";" 429171.86";18/1/1994 0:00:00
"FA6970100A";"6250";"1201";"HUERTAS DE CORO";;"112315";"693912";"MAURO PEREZ";;;;;"  0291";" 25";;;;;" 12";;"P";"1258920.67";" 428717.92";18/1/1994 0:00:00
"FA6970101A";"6250";"1201";"HUERTAS DE CORO";;"112306";"693908";"MAURO PEREZ";;;;;"  0291";" 22";;;;;;;"D";"1258643.94";" 428838.53";18/1/1994 0:00:00
"FA6970102A";"6250";"1201";"HUERTAS DE CORO";;"112305";"693915";"ALBERTO GARCIA";;"  70.0";"  70.0";"  35.10";"  0291";" 12";;;;;" 10";;"P";"1258613.70";" 428626.31";18/1/1994 0:00:00
"FA6970103A";"6250";"1201";"HUERTAS DE CORO HDA EL BUQUITO";;"112255";"693909";"PULIDO BUENO";;;;;"  0084";;;;;;;;"D";"1258306.13";" 428807.47";18/1/1994 0:00:00
"FA6970104C";"6250";"1201";"HUERTAS DE CORO CLUB TURISTICO";;"112322";"693928";"ALI GUTIERREZ";;;;"  31.00";"  1080";;;;;;;;"D";"1259136.79";" 428233.48";18/1/1994 0:00:00
"FA6970105A";"6250";"1201";"HUERTAS DE CORO CLUB TURISTICO";;"112322";"693927";"ALI GUTIERREZ";;;;;"  0084";;;;;;" 10";;"A";"1259136.72";" 428263.79";18/1/1994 0:00:00
"FA6970108A";"6250";"1201";"HUERTAS DE CORO";;"112320";"693934";"COSME JATAR";;"  60.0";"  59.0";"  31.70";"  0792";;;;;;"  6";;"A";"1259075.76";" 428051.49";18/1/1994 0:00:00
"FA6970109A";"6250";"1201";"HUERTAS DE CORO";;"112315";"693930";"COSME JATAR";;;;;"  0084";;;;;;"  6";;"D";"1258921.90";" 428172.37";18/1/1994 0:00:00
"FA6970110A";"6250";"1201";"HUERTAS DE CORO FCA TRAPICHE";;"112314";"693926";"ALI VELASCO";"0677";"  75.0";"  75.0";"  32.30";"  0792";;"  14.60";;;;" 12";;"P";"1258890.91";" 428293.54";18/1/1994 0:00:00
"FA6970111A";"6250";"1201";"HUERTAS DE CORO";;"112301";"693920";"ABRAHAN SENIOR";;;;"  32.19";"290268";;"  31.83";;;;;;"D";"1258491.18";" 428474.49";18/1/1994 0:00:00
"FA6970112A";"6250";"1201";"HUERTAS DE CORO";;"112258";"693917";"JULIO LOPEZ";;"  60.0";"  60.0";"  34.20";"  0792";;;;;;;;"P";"1258398.82";" 428565.20";18/1/1994 0:00:00
"FA6970114A";"6250";"1201";"LOS OLIVOS FUNDO UNION";;"112545";"693732";"ALFONSO GUANIPA";;;;;"  0084";;;;;;" 14";;"D";"1263521.53";" 431758.69";18/1/1994 0:00:00
"FA6970115A";"6250";"1201";"LAS CALDERAS FUNDO UNION";;"112543";"693734";"ALFONZO GUANIPA";;;;;"  1080";;;;;;"  4";;"D";"1263460.23";" 431697.95";18/1/1994 0:00:00
"FA6970116A";"6250";"1201";"LAS CALDERAS";;"112544";"693743";"RUBEN PENSO";;"  60.0";"  60.0";"  15.50";"  0084";;;;;;" 12";;"D";"1263491.54";" 431425.28";18/1/1994 0:00:00
"FA6970117A";"6250";"1203";"LAS CALDERAS";;"112543";"693745";"RUBEN PENSO";;;;;"  0084";;;;;;" 12";;"D";"1263460.95";" 431364.61";18/1/1994 0:00:00
"FA6970118A";"6250";;"LAS CALDERAS";;"112425";"693713";"EVELIO MOLINA";;;;;"  0084";;;;;;;;"O";"1261062.94";" 432329.19";18/1/1994 0:00:00
"FA6970119A";"6250";"1203";"LAS HUERTAS DE CORO";"RED";"112305";"693926";"COSME JATAR";;;;"  34.55";"230996";" 17";"  31.96";;;;" 10";;"P";"1258614.46";" 428292.91";18/1/1994 0:00:00
"FA6970120A";"6250";"1203";"AV INDEPENDENCIA CORO";;"112552";"693800";"PEDRO GUTIERREZ";;;;;"  0084";;;;;;"  6";;"D";"1263738.40";" 430910.66";18/1/1994 0:00:00
"FA6970121A";"6250";"1203";"AV INDEPENDENCIA CORO";;"112557";"693757";"IBRAHIN OBERTO";;"  25.0";"  25.0";"  12.63";"010368";;"  11.69";;;;"  6";;"D";"1263891.79";" 431001.90";18/1/1994 0:00:00
"FA6970122C";"6250";"1203";"AV INDEPENDENCIA CORO";;"112554";"693756";"IBRAHIM OBERTO";;;"  12.0";;"  1080";;;;;;;;"D";"1263799.57";" 431032.01";18/1/1994 0:00:00
"FA6970123A";"6250";"1203";"AV INDEPENDENCIA CORO";;"112555";"693755";"RAFAEL PEREZ";;;;;"  1080";;;;;;;;"D";"1263830.22";" 431062.38";18/1/1994 0:00:00
"FA6970124A";"6250";"1203";"LAS TRINCHERAS";;"112508";"693753";"MATERIALES FALCON";;"  53.0";"  53.0";"  17.50";"  0084";;;;;;;;;"1262386.39";" 431119.83";18/1/1994 0:00:00
"FA6970125A";"6250";"1201";"LAS TRINCHERAS";;"112515";"693749";"MIGUEL GONZALEZ";"0473";"  40.0";"  40.0";"  17.50";"  0291";;;;;;" 16";;"D";"1262601.14";" 431241.52";18/1/1994 0:00:00
"FA6970126C";"6250";"1201";"FINCA LOS MOROCHOS CORO";;"112455";"693813";"EMILIO CASTRO";"0776";;"  20.0";"  18.00";"  0084";;;;;;;;;"1261988.39";" 430512.86";18/1/1994 0:00:00
"FA6970127A";"6250";"1201";"FINCA LOS MOROCHOS CORO";;"112452";"693814";"EMILIO CASTRO";"0679";"  40.0";"  40.0";"  20.00";"  0084";"  6";;;;;"  8";;;"1261896.31";" 430482.35";18/1/1994 0:00:00
"FA6970128A";"6250";"1203";"DIST EL PAREDON CORO";;"112545";"693841";"MARNR";;;;;"  0084";;;;;;" 10";;"D";"1263526.13";" 429667.73";18/1/1994 0:00:00
"FA6970130A";"6250";"1203";"CORO RES DEL GOBERNADOR";;"112532";"693853";"EJECUTIVO";;;;;"  1080";;;;;;"  6";;"D";"1263127.62";" 429303.19";18/1/1994 0:00:00
"FA6970131A";"6250";"1203";"CORO RES DEL GOBERNADOR";;"112532";"693853";"EJECUTIVO";;;;;"  1080";;;;;;"  6";;"D";"1263127.62";" 429303.19";18/1/1994 0:00:00
"FA6970132A";"6250";"1203";"AV INDEPENDENCIA";"RED";"112522";"693202";"MARNR";"0677";"  66.0";"  66.0";"  19.00";"  0084";;"  16.10";;;;"  8";;"A";"1262795.00";" 441757.51";18/1/1994 0:00:00
"FA6970133A";"6250";"1203";"LOS CUJIZALES GJA FALCON";;"112735";"693925";"HECTOR JURADO";;;;"   2.00";"  0084";;;;;;"  4";;"D";"1266908.02";" 428342.05";18/1/1994 0:00:00
"FA6970136A";"6250";"1202";"IUTAG CORO";;"112522";"693928";"FOMUCO";;;;;"  0084";;;;;;;;;"1262822.84";" 428241.85";18/1/1994 0:00:00
"FA6970137C";"6250";"1202";"PARQUE LIBERTADOR CORO";;"112510";"693938";"MTC";;;;;"  1080";;;;;;;;"D";"1262454.92";" 427937.96";18/1/1994 0:00:00
"FA6970139A";"6250";"1202";"CORO AV INDEPENDENCIA";;"112505";"693903";"RAFAEL GALLARDO";;;;;"  1080";"  9";;;;;"  8";;;"1262298.94";" 428998.29";18/1/1994 0:00:00
"FA6970140C";"6250";"1202";"CORO";;"112509";"693904";"RAFAEL GALLARDO";;;;"   9.00";"  0291";;;;;;;;"D";"1262421.87";" 428968.26";18/1/1994 0:00:00
"FA6970141A";"6250";"1201";"CORO AV INDEPENDENCIA";;"112455";"693642";"FERRYS DEL CARIBE";;;;;"  1080";;"  17.47";;;;"  6";;"D";"1261982.45";" 433270.62";18/1/1994 0:00:00
"FA6970142A";"6250";"1201";"CORO BOBARE";;"112447";"693927";"FOPE";;;;"  19.40";"  0291";;;;;;"  6";;"D";"1261747.67";" 428269.71";18/1/1994 0:00:00
"FA6970143C";"6250";"1201";"CORO BARRIO SAN JOSE";;"112448";"693818";"UNEFM";;;;;"  1080";;;;;;;;"D";"1261773.71";" 430360.86";18/1/1994 0:00:00
"FA6970144C";"6250";"1201";"CORO BARRIO SAN JOSE";;"112448";"693818";"UNEFM";;;;;"  1080";;;;;;;;"D";"1261773.71";" 430360.86";18/1/1994 0:00:00
"FA6970145C";"6250";"1201";"FTE FUDECO";;"112441";"693825";"UNEFM";;;;;"  0084";"  4";;;;;;;"P";"1261559.16";" 430148.24";18/1/1994 0:00:00
"FA6970146A";"6250";"1201";"CORO BARRIO SAN JOSE";;"112453";"693820";"AGUSTINO RUELA";;"  30.0";"  30.0";"  18.83";"  0291";;;;;;"  8";;;"1261927.43";" 430300.58";18/1/1994 0:00:00
"FA6970147A";"6250";"1201";"CORO LOS PEROZO";;"112424";"693829";"SALVADOR PIÑA";;;;;"  1080";;;;;;" 12";;"D";"1261037.24";" 430025.86";18/1/1994 0:00:00
"FA6970148C";"6250";"1201";"LOS PEROZOS";;"112410";"693901";"JOSHIA FLORES";;;;"  28.00";"  0792";;;;;;;;"P";"1260609.36";" 429055.10";18/1/1994 0:00:00
"FA6970149A";"6250";"1201";"CLINICA SOTO";;"112413";"693915";"CRISTIANO SOTO";;;;;"  0084";;;;;;"  6";;"P";"1260702.47";" 428631.02";18/1/1994 0:00:00
"FA6970150A";"6250";"1201";"LOS PEROZOS";;"112351";"693908";"DELGADO BELLO";;;;;"  1080";;"  27.54";;;;"  8";;;"1260026.21";" 428841.64";18/1/1994 0:00:00
"FA6970151A";"6250";"1201";"SEC FUDECO HIGUERIÑA";;"112405";"693922";"ERNESTO HIGUERAS";;"  42.0";"  42.0";"  25.98";"  0291";;;;;;"  8";;"P";"1260457.21";" 428418.32";18/1/1994 0:00:00
"FA6970153A";"6250";"1201";"LAS HUERTAS";;"112327";"693934";"LUCIA CALLES";;"  34.0";"  34.0";"  30.45";"  0792";;;;;;;;"P";"1259290.78";" 428051.98";18/1/1994 0:00:00
"FA6970154A";"6250";"1201";"AV MANAURE CORO";;"112324";"693942";"CADAFE";;;;;"  1080";;;;;;"  6";;"D";"1259199.18";" 427809.31";18/1/1994 0:00:00
"FA6970155C";"6250";"1201";"AV MANAURE CORO";;"112324";"693942";"CADAFE";;;;;"  1080";;;;;;;;"D";"1259199.18";" 427809.31";18/1/1994 0:00:00
"FA6970156A";"6250";"1201";"CALLE JABONERIA CORO";;"112413";"693946";"ITALO SOCCOLICH";;;;"  23.70";"  0792";"  7";;;;;"  4";;"P";"1260704.60";" 427691.51";18/1/1994 0:00:00
"FA6970157A";"6250";"1201";"LAS HUERTAS DE CORO";;"112329";"693938";"MANUEL RODRIGUEZ";;"  35.0";"  35.0";;"  1080";;;;;;"  4";;"D";"1259352.49";" 427930.89";18/1/1994 0:00:00
"FA6970158A";"6250";"1201";"CORO MUSEO EL PALMAR";;"112344";"693941";"ALBERTO HENRIQUEZ";;"  57.9";"  57.9";"  27.47";"  0792";"  4";"  24.86";;" 14";;"  6";;"P";"1259813.46";" 427841.02";18/1/1994 0:00:00
"FA6970062N";"6250";"1201";"HUERTAS DE CORO";;"112335";"693905";"INOS";"0969";" 203.0";" 128.0";"  28.10";"  0084";;"  26.85";;;;"  2";;"D";"1259534.53";" 428931.46";18/1/1994 0:00:00
"FA6971084A";"6250";"1201";"LLANO GRANDE MAC";;"112238";"694214";"FORRAJE MAC";;"  99.0";"  99.0";"  42.50";"  0792";;"  32.25";;;;;;"A";"1257797.03";" 423199.04";20/7/1994 0:00:00
"FA6971003N";"6250";"1201";"EL TANQUECITO";;"112230";"694415";"INOS";;" 110.0";" 110.0";"  38.00";"  0084";;;;;;;;;"1257560.39";" 419530.95";18/1/1994 0:00:00
"FA6971004A";"6250";"1201";"EL CEBOLLAL HDA LA PONDEROSA";;"112133";"694632";"FCO MONTES DE OCA";;" 100.0";" 100.0";"  41.20";"  0084";" 11";"  40.40";;;;" 10";;"D";"1255820.29";" 415373.78";18/1/1994 0:00:00
"FA6971005N";"6250";"1201";"EL PATILLAL  CORO";"RED";"112215";"694553";"AGUSTIN SANCHEZ";;" 104.0";" 104.0";"  62.61";"  0395";;"  44.22";"  """;;;" 12";;"D";"1257107.30";" 416559.34";18/1/1994 0:00:00
"FA6971006N";"6250";"1201";"EL CEBOLLAL";;"112144";"694723";"INOS";;" 202.0";" 152.0";"  53.20";"  0084";;"  52.49";;"  8";;"  2";;"D";"1256162.35";" 413828.78";18/1/1994 0:00:00
"FA6971007A";"6250";"1201";"EL PATILLAL";;"112109";"694723";"INOS";;"  95.0";"  95.0";"  75.00";"  0084";;"  72.08";;;;;;"D";"1255087.22";" 413825.87";18/1/1994 0:00:00
"FA6971008N";"6250";"1201";"EL RECREO FALCON ZULIA";;"112103";"694907";"INOS";"0769";"  95.0";"  95.0";"  67.00";"  0780";;"  62.29";;"  8";;"  2";;"D";"1254911.62";" 410672.81";18/1/1994 0:00:00
"FA6971009N";"6250";"12O3";"EL ROSARIO";"RED";"112257";"694918";"INOS";"0269";"  80.0";"  79.0";"  46.84";"231296";;"  41.67";;"  6";;"  2";;"P";"1258414.43";" 410349.26";18/1/1994 0:00:00
"FA6971010N";"6250";"1201";"CUJIMA";;"112504";"694722";"INOS";"0769";" 116.0";" 116.0";"   2.00";"  0084";;"   4.35";;"  8";;"  2";;"D";"1262305.85";" 413875.81";18/1/1994 0:00:00
